Nombre Propiedad,Precio,Dormitorios,Baños,Metros Cuadrados,Dirección
Moneda 1541/ San Martin,UF9,1 dormitorio,1 baño,35 m² útiles,"Moneda 1541/ San Martin, Centro Hi..."
1 Dormitorio Cercano Al Metro Moneda,$320.000,1 dormitorio,1 baño,34 m² útiles,"San Martín 237, Centro Histórico D..."
Lindo Depto Amoblado Cercano Metro Moneda,$400.000,1 dormitorio,1 baño,43 m² útiles,"Tucapel Jiménez 76, Depto 201, San..."
"1 Dormitorio Amoblado Moneda 1576, Santiago",$340.000,1 dormitorio,1 baño,27 m² útiles,"Moneda 1576, Santiago, Centro Hist..."
Arriendo Hermoso Departamento En General Mackenna,$340.000,1 dormitorio,1 baño,45 m² útiles,"General Mackenna, Centro Histórico..."
Hermosa Vista A Cordillera - Arrienda Dueño. A 30m Del Metro,$420.000,1 dormitorio,1 baño,40 m² útiles,Av. Libertador Bernardo O'higgins ...
Arriendo Directo 2d + 2b,$340.000,2 dormitorios,2 baños,45 m² útiles,"San Martín 841, Centro Histórico D..."
Luminoso Departamento Acogedor,UF11,2 dormitorios,2 baños,50 m² útiles,"Compañía De Jesús 1429, Santiago, ..."
"Dueño, Luminoso Depto Preciosa Vista Oriente Despejada",$323.000,1 dormitorio,1 baño,30 m² útiles,"Enrique Mac Iver 524, Piso 21, San..."
Se Arrienda Depto.pleno Centro De Santiago A Pasos Del Metro,$250.000,1 dormitorio,1 baño,25 m² útiles,"Enrique Mac Iver 120, Centro Histó..."
Departamento Recién Remodelado En Calle Santo Domingo,$300.000,1 dormitorio,1 baño,35 m² útiles,"Santo Domingo 736, 8320078 Santiag..."
Departamento En Arriendo Estilo Mariposa Metro Bellas Artes,$530.000,2 dormitorios,2 baños,53 m² útiles,"Santo Domingo 673, Centro Históric..."
Dpto Antiguo 2 Ambientes1 Baño A Pasos De La Moneda,$300.000,1 dormitorio,1 baño,39 m² útiles,"Bombero Salas 1369, Centro Históri..."
Excelente Dpto 1 Dorm 1 Baño Enrique Maciver 524,$290.000,1 dormitorio,1 baño,33 m² útiles,"Enrique Mac Iver 524, Centro Histó..."
Oportunidad: Amplio Departamento Remodelado En Santiago Cent,$450.000,2 dormitorios,1 baño,47 m² útiles,"Moneda 1509, Centro Histórico De S..."
Hermoso Depto. Remodelado En  Centro Histórico De Santiago,$580.000,2 dormitorios,2 baños,50 m² útiles,"Merced 450, Centro Histórico De Sa..."
Disponible 1 Dormitorio /baño. Prox A Metro Bellas Artes,$350.000,1 dormitorio,1 baño,38 m² útiles,"Mosqueto 552, Depto 1102, Centro H..."
Departamento 2d/2b En Santiago Centro,$450.000,2 dormitorios,2 baños,40 m² útiles,"San Antonio 630, Centro Histórico ..."
"$ 370.000 Mensuales, 2d2b, Oportunidad Unica, Sin Comision",$370.000,2 dormitorios,2 baños,52 m² útiles,"Morandé 696, Santiago, Centro Hist..."
"$ 260.000 Mensuales, 1d1b, Oportunidad Unica, Sin Comision",$260.000,1 dormitorio,1 baño,33 m² útiles,"Morandé 696, Santiago, Centro Hist..."
"$ 230.000 Primer Mes, 1d1b, Centro Histórico De Santiago",$230.000,1 dormitorio,1 baño,33 m² útiles,"Morandé 626, Santiago, Centro Hist..."
,$280.000,1 dormitorio,1 baño,33 m² útiles,Compañia | Metro Cumming| Plaza Br...
Moneda/mac Iver Departamento Central 1 Dormitorio Remodelado,$320.000,1 dormitorio,1 baño,28 m² útiles,"Moneda 712, Centro Histórico De Sa..."
Mp- Metro Santa Ana Home Studio,$260.000,1 dormitorio,1 baño,26 m² útiles,"Amunátegui 620, Centro Histórico D..."
Mc - Homestudio Gtia Y Comisión En Cuotas Catedral,$250.000,1 dormitorio,1 baño,28 m² útiles,"Catedral 1402, Centro Histórico De..."
Mc 2d 1b Manuel Rodriguez General Mackenna,$350.000,2 dormitorios,1 baño,40 m² útiles,"Av. Manuel Rodríguez 881, Centro H..."
,$320.000,39 m² útiles,No disponible,No disponible,Departamento En Arriendo Merced 56...
Centrico Depto. Amunategui / Compañia,$250.000,1 dormitorio,1 baño,67 m² útiles,"Amunátegui 425, Depto 24, Centro H..."
Excelente Depto. Moneda / Tucapel Jimenez,$330.000,1 dormitorio,1 baño,38 m² útiles,"Moneda 1617, Depto 414, Centro His..."
Deptartamento En Merced Barrio Lastarria,$280.000,1 baño,35 m² útiles,No disponible,"Merced 471, Centro Histórico De Sa..."
¡oportunidad De Arriendo En Santiago Centro Sto Domingo!,$270.000,1 dormitorio,1 baño,38 m² útiles,"Santo Domingo 600 - 900, Centro Hi..."
Arriendo Dpto./oficina/huérfanos/estado/metro Plaza De Armas,$650.000,3 dormitorios,3 baños,80 m² útiles,"Huérfanos 900 - 1200, Centro Histó..."
1d 1b - A 2 1/2 Cuadras Del Metro - Balcón,$320.000,1 dormitorio,1 baño,52 m² útiles,"Enrique Mac Iver 549, Centro Histó..."
Lindo Departamento A Dos Cuadras Metro Bellas Artes,$520.000,2 dormitorios,2 baños,40 m² útiles,"Santo Domingo 300 - 600, Centro Hi..."
Amplio Depto. Santiago Centro Gasto Común Incluido.,$595.000,3 dormitorios,2 baños,83 m² útiles,"San Pablo 1315, Plaza San Pablo, S..."
Dpto. San Martín En Pleno Centro Histórico De Santiago,$550.000,2 dormitorios,2 baños,80 m² útiles,"San Martín 300 - 600, Centro Histó..."
"Morandé 924 - Departamento 1d1b, Santiago",$302.967,1 dormitorio,1 baño,33 m² útiles,"Morandé 924, Centro Histórico De S..."
"Morandé 924 - Departamento 1d1b, Santiago",$332.167,1 dormitorio,1 baño,37 m² útiles,"Morandé 924, Centro Histórico De S..."
"Morandé 924 - Departamento 1d1b, Santiago",$306.584,1 dormitorio,1 baño,33 m² útiles,"Morandé 924, Centro Histórico De S..."
"Morandé 924 - Departamento 1d1b, Santiago",$321.583,1 dormitorio,1 baño,35 m² útiles,"Morandé 924, Centro Histórico De S..."
"Morandé 924 - Departamento 2d2b(4c), Santiago",$430.085,2 dormitorios,2 baños,56 m² útiles,"Morandé 924, Centro Histórico De S..."
"Morandé 924 - Departamento Studio, Santiago",$262.955,1 dormitorio,1 baño,28 m² útiles,"Morandé 924, Centro Histórico De S..."
"Morandé 924 - Departamento Studio, Santiago",$262.955,1 dormitorio,1 baño,28 m² útiles,"Morandé 924, Centro Histórico De S..."
"Morandé 924 - Departamento Studio, Santiago",$266.571,1 dormitorio,1 baño,28 m² útiles,"Morandé 924, Centro Histórico De S..."
Departamento En Arriendo De 1 Dorm. En Santiago,$320.000,1 dormitorio,1 baño,30 m² útiles,"Santo Domingo - Mac Iver, Centro H..."
Estudio - 34m2 - Luminoso - Vista Despejada - Recién Pintado,$230.000,1 dormitorio,1 baño,34 m² útiles,"San Pablo 1353, Centro Histórico D..."
Arrienda Directo Dueño,$300.000,2 dormitorios,1 baño,44 m² útiles,"San Martín 714, Centro Histórico D..."
"Arriendo Amplio Depto. 2 Dorm. 2 Baños, Catedral, Santiago",$450.000,2 dormitorios,2 baños,64 m² útiles,"Catedral 1450, Centro Histórico De..."
"Se Arrienda Depto Estudio, Metro Bellas Artes",$250.000,1 dormitorio,1 baño,23 m² útiles,"Santo Domingo 755, Santiago, Chile..."
Depto 1d + 1b Cercano Al Metro Santa Ana,$270.000,1 dormitorio,1 baño,30 m² útiles,"Mario Kreutzberger, Centro Históri..."
Departamento En Calle Huérfanos,$280.000,1 baño,35 m² útiles,No disponible,"Huérfanos 714, Centro Histórico De..."
Departamento En Arriendo Metro Bellas Artes,$300.000,1 dormitorio,1 baño,32 m² útiles,"Merced 717, Centro Histórico De Sa..."
,$450.000,3 dormitorios,2 baños,62 m² útiles,Tucapel Jimenez 76 A Pasos De Auto...
"Amplio,  Cómodo Depto. 1d / 1b, Bod. Catedral Con Teatinos.",$400.000,1 dormitorio,1 baño,46 m² útiles,"Catedral 1330, Centro Histórico De..."
"Dueño, Sin Comisión Amoblado 1d. 1b, Terraza Bandera/morandé",$300.000,1 dormitorio,1 baño,35 m² útiles,"Santo Domingo 1161, Centro Históri..."
"Sin Comisión Dueño, Amoblado 1d. 1b, Terraza Bandera/morandé",$330.000,1 dormitorio,1 baño,35 m² útiles,"Santo Domingo 1161, Centro Históri..."
Metro Santa Ana,$380.000,2 dormitorios,1 baño,46 m² útiles,"Av. Manuel Rodríguez 600 - 900, Ce..."
Edificio San Martín Vista Poniente Piso 14,$248.000,1 dormitorio,1 baño,19 m² útiles,"San Martín 870, Centro Histórico D..."
Edificio Morande Sur (1 Est.) Vista Oriente Piso 11,$330.000,1 dormitorio,1 baño,33 m² útiles,"Morandé 776, Centro Histórico De S..."
,$290.000,1 dormitorio,1 baño,30 m² útiles,"Depto Cal Y Canto, Centro Históric..."
"Antiguo, Parquet, A Pasos Del Metro Bellas Artes",$350.000,1 dormitorio,1 baño,42 m² útiles,"Almte. Montt 435, Santiago, Centro..."
Luminoso Arriendo Metro Moneda (49638),$480.000,2 dormitorios,2 baños,55 m² útiles,Gran Oportunidad De Arriendo Metro...
Departamento En Arriendo De 1 Dorm. En Santiago,$290.000,1 dormitorio,1 baño,23 m² útiles,"San Antonio, Centro Histórico De S..."
"Depto. Arriendo Estilo Mariposa De 2d 2 B, Stgo Centro",$390.000,2 dormitorios,2 baños,63 m² útiles,"Bandera Con General Mackenna, Cent..."
"Hermoso, Nuevo, Termo Panel En Ventanas.",$285.000,1 dormitorio,1 baño,33 m² útiles,"Amunátegui 600 - 900, Centro Histó..."
Departamento Barrio Bellas Artes,$680.000,3 dormitorios,2 baños,68 m² útiles,"Monjitas, Centro Histórico De Sant..."
Arriendo Dp 1 Dormitorio - Metro Bellas Artes,$280.000,1 dormitorio,1 baño,40 m² útiles,"Monjitas 744, Centro Histórico De ..."
Monitas 879,$450.000,2 dormitorios,1 baño,70 m² útiles,"Monjitas 879, Centro Histórico De ..."
Arriendo Depto. 2d2b San Pablo,$440.000,2 dormitorios,2 baños,36 m² útiles,"San Pablo 1433, Santiago, Centro H..."
Arriendo Departamento Santiago Centro 1 D 1 B,$310.000,1 dormitorio,1 baño,37 m² útiles,"Catedral 1402, Centro Histórico De..."
Amoblado- Museo Bellas Artes,UF10,1 dormitorio,1 baño,30 m² útiles,"Amoblado- Museo Bellas Artes, Cent..."
Amplio Home Studio,$250.000,1 dormitorio,1 baño,35 m² útiles,"San Pablo 1353, Centro Histórico D..."
Depto 1d Oferta A Pasos Metro Santa,$260.000,1 dormitorio,1 baño,31 m² útiles,"Mario Kreutzberger, Santiago, Cent..."
Metro Santa Ana Depto 2 Dormitorios Barrio Cívico Stgo.,$400.000,2 dormitorios,1 baño,43 m² útiles,"San Martín 898, Santiago, Centro H..."
Se Arrienda Hermoso Departamento,$320.000,1 dormitorio,1 baño,38 m² útiles,"Santo Domingo 755, Santiago, Centr..."
Departamento De 2d2b Cercano Metro Santa Ana,$420.000,2 dormitorios,2 baños,50 m² útiles,"Compañía De Jesús 1439, Santiago, ..."
Depto 1d/1b Santiago Centro. Metro Santa Ana,$280.000,1 dormitorio,1 baño,30 m² útiles,"Nueva Compañía 1429, Centro Histór..."
Dpto Estudio En Arriendo,$250.000,1 dormitorio,1 baño,30 m² útiles,"Huérfanos 1400, Centro Histórico D..."
Como Departamento 1 Dormitorio,$290.000,1 dormitorio,1 baño,30 m² útiles,"San Pablo 1539, Centro Histórico D..."
Depto. En Arriendo 1d + 1 Baño En Santiago Centro,$305.000,1 dormitorio,1 baño,33 m² útiles,"Santo Domingo, 1200 - 1500, Centro..."
Arriendo Departamento Centro Santiago,$350.000,1 dormitorio,1 baño,33 m² útiles,"Amunategui, 0, Centro Histórico De..."
Arriendo Departamento Recién Remodelado 1d Metro Santa Ana,$300.000,1 dormitorio,1 baño,33 m² útiles,Llegando A Alameda Bernardo O Higg...
Lindo Estudio En Bellas Artes,$300.000,1 dormitorio,1 baño,25 m² útiles,"Santo Domingo 462, Centro Históric..."
(adm) Departamento Estudio Metro Santa Ana,$260.000,1 dormitorio,1 baño,35 m² útiles,"Gral. Mackenna 1500 - 1800, Centro..."
"Depto 1d, Est Y Bod Santa Ana",$380.000,1 dormitorio,1 baño,36 m² útiles,"Santo Domingo 1364, Santiago, Chil..."
Cómodo Y Luminoso Departamento,$330.000,1 dormitorio,1 baño,27 m² útiles,"Mosqueto 429, Centro Histórico De ..."
Departamento En El Centro Todo A Un Paso,$280.000,1 dormitorio,1 baño,45 m² útiles,"San Martín 733, Centro Histórico D..."
Luminoso Piso Parqurt,$380.000,1 dormitorio,1 baño,38 m² útiles,"Valentín Letelier 1392, Centro His..."
Arriendo Departamento En Moneda Con Tucapel Jiménez,$300.000,1 dormitorio,1 baño,47 m² útiles,"Moneda 1617, Centro Histórico De S..."
Departamento Amoblado! Bellas Artes!,$420.000,1 dormitorio,1 baño,40 m² útiles,"Santo Domingo 664, Centro Históric..."
Arriendo Departamento 2 Dormitorios 2 Baños  Terraza 25mts2,$430.000,2 dormitorios,2 baños,50 m² útiles,"Morandé 580, Centro Histórico De S..."
Comodo Departamento De Una Habitacion En Suite,$320.000,1 dormitorio,1 baño,35 m² útiles,"Gral. Mackenna 1260, Centro Histór..."
Sin Comisión Linea 2 Metro Santa Ana (1 Cuadra),$270.000,1 dormitorio,1 baño,30 m² útiles,"Mario Kreutzberger 1558, Centro Hi..."
Metro Bellas Artes / Mosqueto,$370.000,1 dormitorio,1 baño,25 m² útiles,"Mosqueto 300 - 600, Centro Históri..."
Vista Despejada / Metro Santa Ana,$430.000,2 dormitorios,1 baño,48 m² útiles,"San Martín 756, Santiago, Región M..."
Metro Plaza De Armas,$330.000,1 dormitorio,1 baño,40 m² útiles,"Amunátegui 573, Centro Histórico D..."
,$350.000,2 dormitorios,2 baños,44 m² útiles,Depto 2 Dormitorios 2 Baños Con Ba...
Comodo Depto. Santo Domingo / Teatinos,$290.000,1 dormitorio,1 baño,36 m² útiles,"Santo Domingo 1220, Centro Históri..."
"Departamento En San Antonio Con Merced, Metro Plaza De Armas",$750.000,4 dormitorios,2 baños,156 m² útiles,"San Antonio 300 - 600, Centro Hist..."
Depto 1 Dorm 1 Baño Esmeralda A Pasos Metro Plaza De Armas,$290.000,1 dormitorio,1 baño,35 m² útiles,Depto 1 Dorm 1 Baño Esmeralda A Pa...
,$310.000,1 dormitorio,1 baño,34 m² útiles,Depto 1 Dormitorio 1 Baño Con Bode...
"Se Arrienda Dpto 1d+1b $300.000, Tucapel Jiménez",$300.000,1 dormitorio,1 baño,34 m² útiles,"Tucapel Jiménez  136, Centro Histó..."
Se Arrienda Amplio Departamento Santiago Centro,$310.000,1 dormitorio,1 baño,36 m² útiles,"Morandé 617, Centro Histórico De S..."
Grande Y Lindo Depto 1 Dormitorio Calle Catedral,$350.000,1 dormitorio,1 baño,58 m² útiles,"Catedral 1350, Centro Histórico De..."
,$260.000,1 dormitorio,1 baño,26 m² útiles,Home Studio No Amoblado Calle San ...
Departamento 1d 1b En Tucapel Jiménez - Santiago,$300.000,1 dormitorio,1 baño,35 m² útiles,"Tucapel Jiménez 139, Centro Histór..."
"Metro Santa Ana, 1 Dormitorio. Remodelado",$260.000,1 dormitorio,1 baño,30 m² útiles,"San Martin  870, Centro Histórico ..."
Huerfanos  1400 Esquina Amunategui,$350.000,1 dormitorio,1 baño,30 m² útiles,"Huérfanos 1400, Centro Histórico D..."
Departamento Compañia,$270.000,1 dormitorio,1 baño,30 m² útiles,"Nueva Compañía 1429, Centro Histór..."
,$350.000,1 dormitorio,1 baño,50 m² útiles,Santo Domingo Entre San Martín Y A...
"2d + 2b +t, Tipo Mariposa, Metro Cal Y Canto.",$295.000,2 dormitorios,2 baños,47 m² útiles,"Bandera 898, Centro Histórico De S..."
Excelente Departamento Remodelado Barrio Bellas Artes,$380.000,1 dormitorio,1 baño,32 m² útiles,"Mosqueto 429, Centro Histórico De ..."
"Depto 3 Hab, 2 Baños Metro Cal Y Canto",$500.000,3 dormitorios,2 baños,70 m² útiles,"Depto 3 Hab, 2 Baños Metro Cal Y C..."
Cómodo Depto. Tipo Estudio / Sto. Domingo A Pasos Del Metro,$240.000,1 dormitorio,1 baño,28 m² útiles,"Santo Domingo 755, Santiago, Chile..."
"Departamento En Arriendo San Martín 733, Santiago Centro",$340.000,1 dormitorio,1 baño,35 m² útiles,"San Martín 733, Centro Histórico D..."
Arriendo Departamento Metro Plaza De Armas-santa Ana,$250.000,1 dormitorio,1 baño,35 m² útiles,"Santo Domingo 1391, Centro Históri..."
Departamento En Arriendo De 2 Dorm. En Santiago,$385.000,2 dormitorios,2 baños,43 m² útiles,"Av. Manuel Rodríguez 881, Centro H..."
*** Metro Bellas Artes - Lastarria ***,$500.000,4 dormitorios,2 baños,67 m² útiles,"Enrique Mac Iver 300 - 600, Santia..."
Depto. Monjitas - Metro Bellas Artes,$295.000,1 dormitorio,1 baño,33 m² útiles,"Monjitas 600 - 900, Centro Históri..."
Metro Santa Ana! Primer Mes $200.000.- Incluye Ggcc,$400.000,2 dormitorios,1 baño,43 m² útiles,"San Martín 600 - 900, Centro Histó..."
Dpto Calle Santo Domingo Metro Bellas Artes Oferta,$420.000,2 dormitorios,1 baño,55 m² útiles,"Santo Domingo  576, Centro Históri..."
Dpto 2 Dormitorios + Estacionamiento Y Bodega Metro Santa An,$460.000,2 dormitorios,2 baños,40 m² útiles,"San Martín  733, Centro Histórico ..."
Dpto Excelente Ubicación Metro Moneda Santa Ana,$340.000,1 dormitorio,1 baño,35 m² útiles,"San Martín  733, Centro Histórico ..."
50% Primer Mes - Mac Iver - Metro Bellas Artes,$265.000,1 dormitorio,1 baño,30 m² útiles,"Enrique Mac Iver 524, Centro Histó..."
Departamento Céntrico Con Piscina Y Terraza,$360.000,2 dormitorios,1 baño,42 m² útiles,"San Pablo 1503, 0, Centro Históric..."
"Santiago Centro, Arriendo Dpto, 2 Dormitorios, 1 Baño, 1 Bod",$329.990,2 dormitorios,1 baño,43 m² útiles,"San Martín 870, Centro Histórico D..."
"Excelente Departamento 2 Dormitorios, 2 Baños",$370.000,2 dormitorios,2 baños,60 m² útiles,"Huérfanos  1555, Centro Histórico ..."
"Lindo Y Seguro Depto. 2d2b, A Dos Cuadras Metro Bellas Artes",$480.000,2 dormitorios,2 baños,60 m² útiles,"Monjitas 744, Centro Histórico De ..."
Merced 562 - Piso 9,$280.000,1 dormitorio,1 baño,32 m² útiles,"Merced 562, Santiago, Chile, Centr..."
"Un Dormitorio Finamente Amblado, San Martín, Metro Sta Ana",$360.000,1 dormitorio,1 baño,45 m² útiles,"San Martín  733, Centro Histórico ..."
Metro Santa Ana,$260.000,1 dormitorio,1 baño,29 m² útiles,"Mario Kreutzberger 1520, Santiago,..."
"Oportunidad! Metro Los Heroes, Calle Manuel Rodriguez Norte",$270.000,1 dormitorio,1 baño,38 m² útiles,"Av. Manuel Rodríguez 75, Santiago,..."
Rosas-amunategui,$280.000,1 dormitorio,1 baño,34 m² útiles,"Rosas 1339, Centro Histórico De Sa..."
"Comodo Departamento 2d-2b, Vista, Bajo Gasto Comun",$370.000,2 dormitorios,2 baños,44 m² útiles,"Av. Mapocho 1522, Departamento 120..."
Mac Iver 524 - Piso 13,$250.000,1 dormitorio,1 baño,32 m² útiles,"Enrique Mac Iver 524, Santiago, Ch..."
¡  Arriendo Espectacular Y Hermoso Departamento!,$450.000,2 dormitorios,2 baños,54 m² útiles,"Morandé 707, Centro Histórico De S..."
Departamentos 1 Ambiente Amunategui 72 Metro Moneda,$280.000,1 dormitorio,1 baño,30 m² útiles,"Amunátegui 72, Santiago, Chile, Ce..."
"Se Arrienda Departamento Semiamoblado, Con Control De Acceso",$360.250,1 dormitorio,1 baño,36 m² útiles,"Fanor Velasco 16, Centro Histórico..."
Amplio Y Cómodo Depto. Muy Bien Ubicado.,$370.000,1 dormitorio,1 baño,45 m² útiles,"Santo Domingo 1457, Centro Históri..."
"Un Dormitorio, Amplio, Santiago Centro",$340.000,1 dormitorio,1 baño,50 m² útiles,"Santo Domingo 1325, Centro Históri..."
San Pablo 1503 Un Dormitorio,$270.000,1 dormitorio,1 baño,30 m² útiles,"San Pablo 1503, Centro Histórico D..."
Dp Sto Domingo,$295.000,1 dormitorio,1 baño,36 m² útiles,"Santo Domingo 760, Depto 123, Sant..."
Metro Santa Ana 1 Dormitorio,$240.000,1 dormitorio,1 baño,30 m² útiles,"San Martín 756, Centro Histórico D..."
"Arriendo Fijo 1d/1b Santa Ana, ¡pagas Mitad Del 1er Mes!",$289.000,1 dormitorio,1 baño,30 m² útiles,"San Pablo 1295, Centro Histórico D..."
Departamento 1d 1b Metro Santa Ana Arrienda Dueño,$300.000,1 dormitorio,1 baño,33 m² útiles,"Av. Manuel Rodríguez 881, Centro H..."
Barrio Universitario: Comodidad Y Modernidad,$340.000,1 dormitorio,1 baño,36 m² útiles,"Vergara 186, 0, Centro Histórico D..."
Departamento San Antonio- Teatro Municipal- Elegante   Edifi,$450.000,2 dormitorios,1 baño,60 m² útiles,San Antonio- Teatro Municipal- Ele...
,$260.000,1 dormitorio,1 baño,34 m² útiles,San Martin | Rosas | Metro Santa A...
Arriendo Metro Cal Y Canto / Morande,$432.000,2 dormitorios,2 baños,48 m² útiles,"Centro, Centro Histórico De Santia..."
Arriendo Metro Cal Y Canto / Morande,$306.000,1 dormitorio,1 baño,34 m² útiles,"Centro, Centro Histórico De Santia..."
En Arriendo Amplio Departamento Con Est + Bd,$400.000,3 dormitorios,2 baños,62 m² útiles,"Matucana Con Mapocho, 1161, Centro..."
Arriendo Metro Cal Y Canto / Morande,$262.000,1 dormitorio,1 baño,28 m² útiles,"Centro, Centro Histórico De Santia..."
Arriendo Metro Cal Y Canto / Morande,$372.000,2 dormitorios,2 baños,55 m² útiles,"Centro, Centro Histórico De Santia..."
Arriendo Metro Santa Ana / Rosas / San Martin,$387.000,2 dormitorios,2 baños,51 m² útiles,"Metro Santa Ana, Centro Histórico ..."
Arriendo Metro Santa Ana / Rosas / San Martin,$307.000,1 dormitorio,1 baño,31 m² útiles,"Metro Santa Ana, Centro Histórico ..."
"Estupendo Departamento Amoblado, Céntrico",$280.000,1 dormitorio,1 baño,35 m² útiles,"Santo Domingo 1161, Santiago, Chil..."
Departamento Metro Bellas Artes,$400.000,1 dormitorio,1 baño,40 m² útiles,"Almte. Montt 454, 8.3199e+06 - 8.3..."
Hermoso Departamento En El Corazón De Santiago.,$420.000,2 dormitorios,2 baños,49 m² útiles,"Santo Domingo, 600 - 900, Centro H..."
"Amplio Dpto 2d/1b, Gasto Común Incluido",$370.000,2 dormitorios,1 baño,40 m² útiles,"Amunátegui 692, Centro Histórico D..."
Dpto Tipo Loft Con Excelente Ubicación,$420.000,1 dormitorio,1 baño,41 m² útiles,"Plaza De Armas, 960, Centro Histór..."
Dpto. En Calle Miraflores Cerca Metro Bellas Artes,$300.000,1 dormitorio,1 baño,35 m² útiles,"Miraflores 490, Centro Histórico D..."
Se Arrienda Home Studio En Máximo Humbser 527,$250.000,1 dormitorio,1 baño,35 m² útiles,"Máximo Humbser 527, Centro Históri..."
Huerfanos / Metro Santa Lucia,$320.000,1 dormitorio,1 baño,40 m² útiles,"Huérfanos 600 - 900, Centro Histór..."
Oportunidad!!! Depto En San Martín 873 P 11 Metro Santa Ana.,$240.000,1 dormitorio,1 baño,34 m² útiles,"San Martín 873, Santiago Centro, S..."
Se Arrienda Exclusivo Departamento En Bellas Artes Santiago,$850.000,2 dormitorios,3 baños,112 m² útiles,"Bellas Artes - Lastarria, Centro H..."
Duplex Amoblado De 1 Dorm. En Arriendo En Santiago,$450.000,1 dormitorio,1 baño,50 m² útiles,"Merced / Metro Bellas Artes, Centr..."
Departamento Remodelado En Arriendo-2 Dormitorios-santiago,$850.000,2 dormitorios,3 baños,112 m² útiles,"Bellas Artes - Lastarria, Centro H..."
Arriendo Departamento Home Estudio Centrico,$270.000,1 dormitorio,1 baño,24 m² útiles,"Santo Domingo, 1391, Centro Histór..."
Depto Completamente Nuevo Metro Santa Ana,$340.000,1 dormitorio,1 baño,30 m² útiles,"San Martín, 811, Centro Histórico ..."
Arriendo Acogedor Departamento 2d 2b Santiago Centro,$520.000,2 dormitorios,1 baño,55 m² útiles,"Santo Domingo, 1243, Centro Histór..."
Arriendo Departamento 2hab 1ba Santiago,$380.000,2 dormitorios,1 baño,46 m² útiles,"San Martín, 900, Centro Histórico ..."
Arriendo Departamento En Santo Domingo  2h 2b 1e 1b,$495.000,2 dormitorios,2 baños,66 m² útiles,"Santo Domingo, 1364, Centro Histór..."
Arriendo Departamento 1hab 1ba Santiago,$270.000,1 dormitorio,1 baño,39 m² útiles,"Santo Domingo, 748, Centro Históri..."
Cómodo Y Moderno Departamento Nuevo En Arriendo 1d1b,$395.000,1 dormitorio,1 baño,29 m² útiles,"San Martín, 811, Centro Histórico ..."
Cómodo Y Moderno Departamento Nuevo En Arriendo 1d1b,$340.000,1 dormitorio,1 baño,33 m² útiles,"San Martín, 811, Centro Histórico ..."
Depto 1d1b Metro Plaza De Armas 2 Cuadras,$300.000,1 dormitorio,1 baño,34 m² útiles,"Santo Domingo, 1220, Centro Histór..."
Arriendo Departamento 1hab 1ba Santiago,$300.000,1 dormitorio,1 baño,30 m² útiles,"Rosas, 1300, Centro Histórico De S..."
Arriendo Amoblado 1 Dorm Y 2 Bñs,$350.000,1 dormitorio,2 baños,50 m² útiles,"Morandé, 626, Centro Histórico De ..."
Amplio Y Luminoso Departamento En Centro De Santiago,$499.000,2 dormitorios,2 baños,74 m² útiles,"San Pablo, 1315, Centro Histórico ..."
Depto 1d1b Amoblado Metro Bellas Artes,$490.000,1 dormitorio,1 baño,30 m² útiles,"Miraflores, 455, Centro Histórico ..."
Arriendo De Departamento 1 Dormitorio Santiago Centro,$2.650.000,1 dormitorio,1 baño,29 m² útiles,"Tucapel Jiménez, 136, Centro Histó..."
Departamento En Arriendo De 1 Dorm. En Santiago,$300.000,1 dormitorio,1 baño,35 m² útiles,"Metro Moneda - 1d &#43; 1b, Centro..."
Departamento En Arriendo De 1 Dorm. En Santiago,$400.000,1 dormitorio,1 baño,37 m² útiles,"Monjitas Esquina Enrique Mac Iver,..."
Cómodo Departamento...cerca De Todo ¡¡,$430.000,2 dormitorios,2 baños,50 m² totales,"Huerfanos 1555, Centro Histórico D..."
Cómodo Departamento...cerca De Todo ¡¡,$480.000,2 dormitorios,2 baños,50 m² totales,"Huerfanos 1555, Centro Histórico D..."
Departamento 1 Dormitorio En Arriendo Santo Domingo 1220,$320.000,1 dormitorio,1 baño,40 m² útiles,"Santo Domingo 1220, Centro Históri..."
Comodo Y Amplio Dpto 1d1b,$260.000,1 dormitorio,1 baño,32 m² útiles,"Teatinos 690, Centro Histórico De ..."
Departamento En Arriendo De 3 Dorm. En Santiago,$520.000,3 dormitorios,2 baños,90 m² útiles,"Mac Iver Con Monjitas, Centro Hist..."
Departamento En Arriendo De 2 Dorm. En Santiago,UF10,2 dormitorios,1 baño,45 m² útiles,"Agustinas/miraflores Remodelado, C..."
Departamento En Arriendo De 1 Dorm. En Santiago,$290.000,1 dormitorio,1 baño,35 m² útiles,"Morandé Con Rosas, Centro Históric..."
Se Arrienda Coqueto Y Amplio Departamento |  1 Dormitorio Co,$350.000,1 dormitorio,1 baño,10 m² útiles,"Santo Domingo / Amunategui, Centro..."
Departamento 2 Dormitorios Y 2 Baños En Santiago Centro,$350.000,2 dormitorios,2 baños,47 m² totales,"Huerfanos 1400, Centro Histórico D..."
Departamento En Arriendo En Santiago,$250.000,1 dormitorio,1 baño,27 m² útiles,"San Martín, Centro Histórico De Sa..."
Arriendo En Santiago Centro Amunategui,$430.000,2 dormitorios,2 baños,58 m² totales,"Amunategui, Centro Histórico De Sa..."
