Nombre Propiedad,Precio,Dormitorios,Baños,Metros Cuadrados,Dirección
Departamento Diagonal Cervantes Id: 141462,$325.000,1 dormitorio,1 baño,38 m² útiles,"Diagonal Cervantes, Centro Históri..."
Morandé/rosas  Oportunidad Dos Amplios Ambientes Terraza.,$290.000,1 dormitorio,1 baño,36 m² útiles,"Morandé 600 - 900, Centro Históric..."
Morandé/rosas Dos Amplios Ambientes Terraza.,$300.000,1 dormitorio,1 baño,36 m² útiles,"Morandé 600 - 900, Centro Históric..."
"Precioso Depto 1d-1b, Santiago",$300.000,1 dormitorio,1 baño,35 m² útiles,"Teatinos 535, Centro Histórico De ..."
Amplio Y Seguro Departamento,$390.000,2 dormitorios,1 baño,50 m² útiles,"Huérfanos 1514, Santiago, Chile, C..."
"San Martin, Santiago Centro / Excelente Ubicación",$450.000,2 dormitorios,2 baños,68 m² útiles,"San Martín 600 - 900, Centro Histó..."
Excelente Oportunidad De Arriendo En El Centro De Santiago,$280.000,1 dormitorio,1 baño,27 m² útiles,"San Martín 870, Centro Histórico D..."
Departamento En Arriendo De 2 Dorm. En Santiago,$480.000,2 dormitorios,2 baños,50 m² útiles,General Mackenna/autopista Central...
Departamento En Arriendo De 2 Dorm. En Santiago,UF10,2 dormitorios,2 baños,51 m² útiles,Av.manuel Rodriguez/general Macken...
2 Dormitorios A Pasos Del Metro Santa Ana,UF14,2 dormitorios,1 baño,50 m² útiles,"Catedral / Teatinos, Centro Histór..."
Impecable. Frente A Teatro Teletón  2d/1b,$350.000,2 dormitorios,1 baño,44 m² útiles,"Rosas 1558, Centro Histórico De Sa..."
Metro Cal Y Canto 2 Dormitorios,$350.000,2 dormitorios,2 baños,48 m² útiles,"Amunátegui 890, Santiago, Centro H..."
Rosas San Martin,$500.000,2 dormitorios,2 baños,90 m² útiles,"Rosas 1488, Santiago, Centro Histó..."
Metro Cal Y Canto,$280.000,1 dormitorio,1 baño,33 m² útiles,"Amunátegui 600 - 900, Centro Histó..."
Edificio General Mackenna (1 Bod.) Vista Norte Piso 15,$330.000,1 dormitorio,1 baño,39 m² útiles,"General Mackenna 1555, Centro Hist..."
Edificio Mac Iver (1 Bod.) Piso 3,$325.000,1 dormitorio,1 baño,30 m² útiles,"Mac Iver 524, Centro Histórico De ..."
En Arriendo Departamento De Un Habitación / Metro Santa Ana,UF7,1 dormitorio,1 baño,40 m² útiles,Metro Santa Ana / Entre San Martin...
Edificio Amunátegui (1 Bod.) Vista Oriente Piso 8,$330.000,1 dormitorio,1 baño,38 m² útiles,"Amunátegui 842, Centro Histórico D..."
Edificio Vista San Martín Vista Poniente Piso 5,$275.000,1 dormitorio,1 baño,15 m² útiles,"San Martín 811, Centro Histórico D..."
Edificio Vista San Martín Vista Poniente Piso 15,$285.000,1 dormitorio,1 baño,15 m² útiles,"San Martín 811, Centro Histórico D..."
Edificio Vista San Martín Vista Poniente Piso 12,$280.000,1 dormitorio,1 baño,15 m² útiles,"San Martín 811, Centro Histórico D..."
Oportunidad Depto. Amoblado/ 2d+2b / Stgo Metro Bellas Artes,$630.000,2 dormitorios,2 baños,52 m² útiles,"Monjitas 744, Santiago, Chile, Cen..."
Edificio Morande Sur Vista Oriente Piso 2,$330.000,1 dormitorio,1 baño,33 m² útiles,"Morandé 776, Centro Histórico De S..."
Edificio Merced Piso 10,$335.000,1 dormitorio,1 baño,31 m² totales,"Merced 562, Centro Histórico De Sa..."
Edificio Merced Vista Norte Piso 9,$310.000,1 dormitorio,1 baño,32 m² útiles,"Merced 562, Centro Histórico De Sa..."
Edificio Merced Piso 9,$320.000,1 dormitorio,1 baño,31 m² totales,"Merced 562, Centro Histórico De Sa..."
Edificio Morande Sur Vista Oriente Piso 2,$330.000,1 dormitorio,1 baño,38 m² útiles,"Morandé 776, Centro Histórico De S..."
Edificio Morande Sur (1 Est.) Vista Oriente Piso 16,$330.000,1 dormitorio,1 baño,38 m² útiles,"Morandé 776, Centro Histórico De S..."
Edificio Morande Sur Vista Suroriente Piso 2,$330.000,1 dormitorio,1 baño,36 m² útiles,"Morandé 776, Centro Histórico De S..."
Edificio Morande Sur Vista Suroriente Piso 16,$340.000,1 dormitorio,1 baño,36 m² útiles,"Morandé 776, Centro Histórico De S..."
Edificio Morande Sur Vista Sur Piso 16,$270.000,1 dormitorio,1 baño,22 m² útiles,"Morandé 776, Centro Histórico De S..."
Edificio Av. Manuel Rodríguez Vista Sur Piso 24,$340.000,2 dormitorios,2 baños,43 m² útiles,"Av. Manuel Rodríguez 881, Centro H..."
Edificio San Martín Vista Norte Piso 2,$255.000,1 dormitorio,1 baño,27 m² útiles,"San Martín 870, Centro Histórico D..."
Edificio San Martín Piso 18,$290.000,1 dormitorio,1 baño,36 m² útiles,"San Martín 756, Centro Histórico D..."
Edificio General Mackenna (1 Est.) Vista Sur Piso 16,$330.000,1 dormitorio,1 baño,34 m² útiles,"General Mackenna 1490, Centro Hist..."
Arriendo Dpto Amoblado Santiago Centro,$550.000,2 dormitorios,1 baño,42 m² útiles,"San Martín 600 - 900, Centro Histó..."
Edificio Av. Manuel Rodríguez Vista Sur Piso 14,$320.000,2 dormitorios,1 baño,40 m² útiles,"Av. Manuel Rodríguez 881, Centro H..."
Edificio Mac Iver Piso 2,$285.000,1 dormitorio,1 baño,31 m² útiles,"Mac Iver 524, Centro Histórico De ..."
Edificio Morandé Vista Norte Piso 2,$290.000,1 dormitorio,1 baño,31 m² útiles,"Morandé 857, Centro Histórico De S..."
"Un Dormitorio Amobaldo , Disponibilidad Inmediata",$470.000,1 dormitorio,1 baño,43 m² útiles,"Miraflores 300 - 600, Centro Histó..."
"Un Dormitorio Amoblado , Disponiblidad Inmediata",$470.000,1 dormitorio,1 baño,43 m² útiles,"Miraflores 300 - 600, Centro Histó..."
Morandé Metro Plaza De Armas // Mariposa 57m2 (56967),$477.000,2 dormitorios,2 baños,54 m² útiles,Metro Plaza De Armas Sin Comisión ...
Departamento En Arriendo San Martin Santiago (57777),$400.000,2 dormitorios,1 baño,46 m² útiles,Departamento En Arriendo Santiago ...
Morandé Metro Plaza De Armas // Mariposa 57m2 (57984),$477.000,2 dormitorios,2 baños,54 m² útiles,Metro Plaza De Armas Sin Comisión ...
Arriendo Dpto 1d1b En Catedral Santiago (39387),$310.000,1 dormitorio,1 baño,36 m² útiles,Arriendo Departamento En Santiago ...
Arriendo De Depto. 2d + 2 B Con Bodega  (55323),$450.000,2 dormitorios,2 baños,57 m² útiles,Depto En Arriendo 2 D+ 2 B Con Bod...
Arriendo Centrico Departamento 3d+1b (56139),$380.000,3 dormitorios,1 baño,52 m² útiles,Arriendo Amplio Departamento 3d+1b...
Vista Panorámica Al Cerro San Cristóbal (54970),UF47,3 dormitorios,2 baños,155 m² útiles,Vista Panorámica Al Museo De Bella...
"Morandé, Metro Plaza De Armas, Céntrico (55312)",$530.000,2 dormitorios,2 baños,66 m² útiles,"Metro Plaza De Armas, Morandé, Cén..."
Arriendo Home Studio Metro Bellas Artes (58824),$260.000,1 dormitorio,1 baño,22 m² útiles,Arriendo Home Studio Metro Bellas ...
Excelente Ubicación Dpto En Arriendo 1d1b (53996),$260.000,1 dormitorio,1 baño,35 m² útiles,"Dpto Arriendo 1d1b Santiago, Centr..."
Espacioso Departamento Amoblado 1d-1b (57578),$450.000,1 dormitorio,1 baño,45 m² útiles,Departamento Amoblado Santo Doming...
Departamento 2 Dorm 1 Baño (50598),$395.000,2 dormitorios,1 baño,54 m² útiles,"Depto 2 Habitaciones 1 Baño, Centr..."
"Se Arrienda Departamento Santiago, Metro Santa Ana",$430.000,2 dormitorios,2 baños,51 m² útiles,"Centro Histórico De Santiago, Sant..."
"Calle Catedral , Moderno , A Pasos Metro (52949)",$360.000,1 dormitorio,1 baño,46 m² útiles,"Calle Catedral , Moderno , A Pasos..."
Se Arrienda Dpto. Habitac. Y/0 Comercial,$400.000,2 dormitorios,1 baño,49 m² útiles,"Centro Histórico De Santiago, Sant..."
Se Arrienda Dpto. Habitac. Y/0 Comercial,$400.000,2 dormitorios,1 baño,49 m² útiles,"Centro Histórico De Santiago, Sant..."
"1d, 1b, Bg Metro Santa Ana (56016)",$260.000,1 dormitorio,1 baño,25 m² útiles,"1d, 1b, Bg Frente A Teatro Teletón..."
,$420.000,2 dormitorios,2 baños,57 m² útiles,"Huerfanos Con Ahumada, Centro Hist..."
,$290.000,1 dormitorio,1 baño,36 m² útiles,"Moneda Con Mac Iver, Centro Histór..."
Departamento Remodelado Metro Cal Y Canto (53491),$250.000,1 dormitorio,1 baño,30 m² útiles,Excelente Departamento Metro Cal Y...
Arriendo Depto. 1d-1b Metro Bello Artes (54252),$400.000,1 dormitorio,1 baño,49 m² útiles,Arriendo  Depto. 1d-1b Metro Bella...
En El Centro De Santiago Departamento (55793),$380.000,1 dormitorio,1 baño,37 m² útiles,Departamento En El Centro De Santi...
Se Arrienda Departamento En Morandé 3d/2b (53234),$560.000,3 dormitorios,2 baños,75 m² útiles,Cpm Gestión Inmobiliaria Arrienda ...
Metro Bellas Artes (55877),$500.000,2 dormitorios,1 baño,46 m² útiles,"Santo Domingo, Centro Histórico De..."
Excelente Ubicación 1 Dormitorio Cerca Metro (58389),$270.000,1 dormitorio,1 baño,38 m² útiles,Departamento 1d1b1b 1 Cuadra Metro...
Arriendo Depto Stgo Centro  (51752),$365.000,2 dormitorios,1 baño,55 m² útiles,"Gran Depto En Metro Santa Ana, Cen..."
En Pleno Casco Histórico De Santiago (26422),$290.000,1 dormitorio,1 baño,36 m² útiles,Departamento Metro Santa Ana Con T...
,$450.000,2 dormitorios,2 baños,45 m² útiles,"San Pablo/teatinos, Centro Históri..."
Arriendo Departamento 2 Dormitorios 2 Baños  (57303),$380.000,2 dormitorios,2 baños,49 m² útiles,"Arriendo Departamento Santiago, Ce..."
Buen Estado (58552),$470.000,2 dormitorios,2 baños,56 m² útiles,"Excelente Ubicación, Centro Histór..."
Departamento Estudio En Arriendo. San Pablo 1433. Santiago,$280.000,1 dormitorio,1 baño,21 m² útiles,Departamento San Pablo 1433 Metro ...
3 Dor 2 Baños Seguridad 24/7  Metro Sta Ana (55848),$500.000,3 dormitorios,2 baños,70 m² útiles,A Pasos De Metro Santa Ana Segurid...
Pasos Metro Santa Ana (52000),$350.000,1 dormitorio,1 baño,51 m² útiles,"Metro Santa Ana, Centro Histórico ..."
"Se Arrienda Dpto 1hab-1b, Santiago (58708)",$350.000,1 dormitorio,1 baño,40 m² útiles,"Se Arrienda Dpto 1hab-1b, Santiago..."
Dpto. Remodelado A 6 Min. Metro Bellas Artes (55417),$850.000,2 dormitorios,3 baños,90 m² útiles,Dpto. Remodelado A Pasos Parque Fo...
Amunategui 2d 2b (55771),$440.000,2 dormitorios,2 baños,56 m² útiles,"Amunategui/san Pablo, Centro Histó..."
Oportunidad De Arriendo En Santiago Centro  (51191),$280.000,1 dormitorio,1 baño,34 m² útiles,"Departamento Amoblado De 1d1b, Cen..."
Recién Remodelado (58468),$500.000,2 dormitorios,2 baños,77 m² útiles,"Hermoso, Centro Histórico De Santi..."
Excelente Ubicación (58265),$345.000,1 dormitorio,1 baño,38 m² útiles,"Impecable Departamento, Centro His..."
Oficina O Departamento 1 Estar Y Un Privado (32188),$370.000,1 baño,30 m² útiles,No disponible,Oficina O Departamento 1 Estar Y U...
Espectacular Metro Santa Ana (50082),$450.000,2 dormitorios,1 baño,50 m² útiles,"Dpto Almagro Metro Santa Ana, Cent..."
A Pasos De Plaza De Armas (42095),$350.000,1 dormitorio,1 baño,42 m² útiles,"Excelente Ubicación, Centro Histór..."
"Funcional, Comodo Mtro Santa Ana (14278)",$275.000,1 dormitorio,1 baño,27 m² útiles,"Frente A Teatro Teleton, Funcional..."
,$280.000,1 dormitorio,1 baño,40 m² útiles,"Santo Domingo/mac Iver, Centro His..."
Dpto. 1d Y 1b A 9 Min. Metro Moneda (57774),$320.000,1 dormitorio,1 baño,37 m² útiles,Dpto. De 1d Y 1b A 4 Min Metro Los...
Se Arrienda  Lindo Loft  (12474),$350.000,1 dormitorio,1 baño,36 m² útiles,"Se Arrienda  Lindo Loft, Centro Hi..."
Metro Santa Ana Entrega Inmediata  (51748),$265.000,1 dormitorio,1 baño,30 m² útiles,Excelente Ubicación Entrega Inmedi...
Rosas  (48108),$350.000,1 dormitorio,2 baños,48 m² útiles,"Santo Domingo, Centro Histórico De..."
. (45786),$500.000,2 dormitorios,2 baños,55 m² útiles,"Amplio Depto. 2d En Stgo. Centro, ..."
Lindo Departamento (56794),$300.000,1 dormitorio,1 baño,35 m² útiles,"Excelente Departamento, Centro His..."
Agradable Y Cómodo Departamento (57470),$310.000,1 dormitorio,1 baño,32 m² útiles,"Extraordinaria Accesibilidad, Cent..."
Amplio Departamento A Pasos Metro Santa Ana (58187),$370.000,1 dormitorio,1 baño,50 m² útiles,Amplio Departamento 1 Dormitorio +...
0 (54448),$550.000,1 dormitorio,1 baño,50 m² útiles,"0, Centro Histórico De Santiago, S..."
Metro Plaza De Armas-diag Cervantes (51325),$280.000,1 dormitorio,1 baño,35 m² útiles,"Metro Plaza De Armas, Centro Histó..."
Departamento Amoblado 1d/1b,$340.000,1 dormitorio,1 baño,32 m² útiles,"San Martín 600 - 900, Centro Histó..."
"Barrio Lastarria, Parque Forestal, Departamento Amoblado",$900.000,3 dormitorios,2 baños,110 m² útiles,"José Miguel De La Barra 536, Santi..."
Departamento En Arriendo De 1 Dorm. En Santiago,$300.000,1 dormitorio,1 baño,33 m² útiles,"Entre Amunátegui Y San Martín, Cen..."
Gran Vista Amplio Depto Mariposa Metro Santa Ana - Santiago,$395.000,2 dormitorios,2 baños,50 m² útiles,"Av. Manuel Rodríguez 969, Santiago..."
"Arriendo: Amplio Dpto 2d 2b Más Bod - Sto Dgo/teatinos, Stgo",$530.000,2 dormitorios,2 baños,69 m² útiles,"Santo Domingo 1325, Centro Históri..."
"Departamento 2 Dormitorios, Estacion., San Martín/ Rosas",$450.000,2 dormitorios,2 baños,46 m² útiles,"San Martin 714 Departamento 803, C..."
Nethaus Arrienda Excelente Depto - Mejor Sector Santiago,UF14,1 dormitorio,1 baño,45 m² útiles,"Agustinas 600 - 900, Santiago, Chi..."
Hogares Arrienda Depto. 1d1b Remodelado Metro Plaza De Armas,$290.000,1 dormitorio,1 baño,35 m² útiles,"Santo Domingo 1220, Centro Históri..."
Nethaus Arrienda Excelente Oficina - Santiago,UF13,2 dormitorios,1 baño,44 m² útiles,"Agustinas 600 - 900, Santiago, Chi..."
Dpto 1d/ 1b Metro Bellas Artes $280.000 - Looff Propiedades,$280.000,1 dormitorio,1 baño,40 m² útiles,"Santo Domingo 760, Centro Históric..."
Departamento En Arriendo De 1 Dorm. En Santiago,$240.000,1 dormitorio,1 baño,18 m² útiles,Mario Kreutzberger/metro Santa Ana...
"Departamento 35m2, Un Ambiente, Miraflores / Santo Domingo",$300.000,1 dormitorio,1 baño,35 m² útiles,"Miraflores 560, Centro Histórico D..."
"Depto De 1 Dormitorio En Santiago Centro, Metro Los Héroes -",$300.000,1 dormitorio,1 baño,33 m² útiles,"Calle Moneda 1617, Centro Históric..."
Departamento En Aníbal Pinto - Andrea Arcaya Propiedades,$360.000,2 dormitorios,1 baño,50 m² útiles,"Aníbal Pinto 1393, Centro Históric..."
En Arriendo Home Studio Metro Santa Ana - Legalybroker,$270.000,1 baño,1 m² totales,No disponible,"San Pablo 1433, Centro Histórico D..."
Arriendo Departamento Centro Santiago 2d+2b - Mabb,$400.000,2 dormitorios,2 baños,57 m² útiles,"Amunategui 573, Centro Histórico D..."
Looff Prop Arrienda Dpto 2d/1b Metro Santa Ana,$330.000,2 dormitorios,1 baño,37 m² útiles,"San Martin 413, Centro Histórico D..."
"Mario Kreutzberger / San Martin, 34mt,  1 Dorm, Piscina",$300.000,1 dormitorio,1 baño,34 m² útiles,"Santiago, Centro Histórico De Sant..."
Arriendo Home Studio En Santiago - Casa Azzul Propiedades,$270.000,1 dormitorio,1 baño,26 m² útiles,"San Pablo 1433, Centro Histórico D..."
Arriendo Departamento Santiago,$320.000,1 dormitorio,1 baño,34 m² útiles,"Morande / G. Mackenna, Centro Hist..."
Se Arrienda Lindo Departamento Con Muebles,$600.000,2 dormitorios,2 baños,80 m² útiles,"San Martin Con Catedral, Centro Hi..."
Lindo Departamento Se Arrienda Sin Muebles,$550.000,2 dormitorios,2 baños,80 m² útiles,"San Martin Con Catedral, Centro Hi..."
"Elegante, Moderno Y Nuevo Departamento Amoblado",$630.000,2 dormitorios,2 baños,49 m² útiles,"Metro Santa Ana Y Cal Y Canto, Pan..."
"Casco Histórico De Santiago, Metro Santa Ana, Plaza De Armas",$290.000,1 dormitorio,1 baño,38 m² útiles,"Centro De Santiago, Metro Santa An..."
Promoción Dpto 1 Dormitorio + Terraza Metro Bellas Artes,$245.000,1 dormitorio,1 baño,32 m² útiles,"Santo Domingo 748, Metro Bellas Ar..."
"Espectacular Depto ,2 Dormitorios , 1 Baño ,living , Comedor",$430.000,2 dormitorios,2 baños,50 m² útiles,"Huérfanos 1555, Centro Histórico D..."
"Espectacular Depto ,2 Dormitorios , 1 Baño ,living , Comedor",$400.000,2 dormitorios,2 baños,50 m² útiles,"Huérfanos 1555, Centro Histórico D..."
Arriendo Departamento Céntrico,$340.000,2 dormitorios,1 baño,40 m² útiles,"Arriendo Departamento, Céntrico,  ..."
"(adm) Depto 2d-2b Est Y Bod, Cercano Metro Santa Ana.",$400.000,2 dormitorios,1 baño,50 m² útiles,"Avenida Manuel Rodríguez 881, Sant..."
"(adm) Depto 2d-2b Est Y Bod, Cercano Metro Santa Ana",$400.000,2 dormitorios,1 baño,50 m² útiles,"Avenida Manuel Rodríguez 881, Sant..."
"(adm) Depto 2d-2b Est Y Bod, Cercano Metro Santa Ana.  Depar",$460.000,2 dormitorios,1 baño,50 m² útiles,"Avenida Manuel Rodríguez 881, Sant..."
"(adm) Depto 2d-2b Est Y Bod, Cercano Metro Santa Ana.",$490.000,2 dormitorios,1 baño,50 m² útiles,"Avenida Manuel Rodríguez 881, Sant..."
Se Arrienda Departamento 1d2b+eb-  Metro Santa Ana,$450.000,1 dormitorio,2 baños,48 m² útiles,"Disponibilidad Inmediata, Centro H..."
Arriendo Depto En Santiago Centro 1d Y 1b,$260.000,1 dormitorio,1 baño,35 m² útiles,"Mapocho, Centro Histórico De Santi..."
Estupendo Departamento Metro Santa Ana,$340.000,1 dormitorio,1 baño,34 m² útiles,"Metro Santa Ana, Centro Histórico ..."
"Depto En Arriendo, Muy Buena Ubicación A Pasos Metro Sta Ana",$300.000,1 dormitorio,1 baño,30 m² útiles,"Av. Manuel Rodríguez 53, Centro Hi..."
Arriendo Departamento Centrico,$330.000,2 dormitorios,2 baños,42 m² útiles,"Bandera 898, Centro Histórico De S..."
Bellas Artes ¡¡¡¡departamneto Urbano Centrico,UF9,1 dormitorio,1 baño,32 m² útiles,"Mosqueto 300 - 600, Centro Históri..."
Depto Arriendo Tipo Estudio San Pablo/manuel Rodríguez,$260.000,1 dormitorio,1 baño,30 m² útiles,"San Pablo 1433, Centro Histórico D..."
Se Arrienda Depto 5d 3b Santiago Centro,$750.000,5 dormitorios,3 baños,134 m² útiles,Se Arrienda Depto 140 Mts2 5d 3b S...
Departamento 1 Dormitorio - 1 Baño - Metro Santa Ana,$260.000,1 dormitorio,1 baño,29 m² útiles,"Mario Kreutzberger 1520, Santiago,..."
Departamento 2d 2b Sin Estacionamiento.,$400.000,2 dormitorios,2 baños,80 m² útiles,"Amunátegui 890, Centro Histórico D..."
"(adm) Arrienda Departamento De 1d-1b, Cercano Santa Ana",$310.000,1 dormitorio,1 baño,33 m² útiles,"General Mackenna 1555, Santiago, C..."
Depto 38 M2 En Barrio Bellas Artes,$320.000,1 dormitorio,1 baño,38 m² útiles,"José Miguel De La Barra 438, Santi..."
,$385.000,1 dormitorio,1 baño,42 m² útiles,"Loft / Morande /metro Santa Ana, C..."
,$305.000,1 dormitorio,1 baño,40 m² útiles,Arriendo Departamento En Santiago ...
A Pasos Del Metro Bellas Artes,$320.000,1 dormitorio,1 baño,35 m² útiles,"Enrique Mac Iver 524, Centro Histó..."
"Arriendo Depto. Cercano Metro Santa Ana, Santiago",$320.000,2 dormitorios,1 baño,48 m² útiles,"San Martín 600 - 900, Centro Histó..."
Arriendo Excelente Depto. Amoblado Cercano A Metro Santa Ana,$320.000,1 dormitorio,1 baño,32 m² útiles,"San Martín 413, Santiago, Centro H..."
"Hermoso, Linda Vista Oriente .",$285.000,1 dormitorio,1 baño,33 m² útiles,"Amunátegui 600 - 900, Centro Histó..."
San Pablo Con San Martin,$270.000,1 dormitorio,1 baño,28 m² útiles,A 3 Cuadras Metro Santa Ana Centro...
,$280.000,1 dormitorio,1 baño,30 m² útiles,"Metro Cal Y Canto Y Santa Ana, Cen..."
,$270.000,1 dormitorio,1 baño,30 m² útiles,"Amunategui / Rosas, A 3 Cuadras Me..."
"Catedral/ Teatinos, 2 Dorm, 1 Baño",$340.000,2 dormitorios,1 baño,45 m² útiles,"Catedral 1200 - 1500, Centro Histó..."
Depto. 2 Dormitorios 2 Baños/san Martin/santiago Centro,$350.000,2 dormitorios,2 baños,50 m² útiles,"San Martín 841, Santiago, Centro H..."
Metro Santa Ana 1 Domitorio 1 Baño,$290.000,1 dormitorio,1 baño,32 m² útiles,"Amunátegui 573, Centro Histórico D..."
"Depto. 3d/2b, Piso 6, Cerca De Metros La Moneda Y Santa Ana",$400.000,3 dormitorios,2 baños,66 m² útiles,"Huérfanos 1400, Centro Histórico D..."
Departamento Mapocho/ Santiago / Autopista,$250.000,1 dormitorio,1 baño,36 m² útiles,"Avenida Mapocho 1500 - 1800, Santi..."
,$360.000,2 dormitorios,1 baño,34 m² útiles,"Metro Santa Ana, Centro Histórico ..."
Arriendo Dpto 2 Dormitorios 1b Promocion / Metro Santa Ana,$340.000,2 dormitorios,1 baño,38 m² útiles,"Av. Manuel Rodríguez 881, Santiago..."
Arriendo Excelente Departamento Dos Ambientes Los Heroes,$300.000,1 dormitorio,1 baño,35 m² útiles,"Av. Manuel Rodríguez 75, Santiago,..."
Arriendo Dpto 1 Dorm 1 Baño Promocion / Metro Santa Ana,$280.000,1 dormitorio,1 baño,36 m² útiles,"Amunátegui 630, Centro Histórico D..."
"Depto. Arriendo 1 Dorm, Con Est Y Bodega En Santiago",$350.000,1 dormitorio,1 baño,35 m² útiles,"Compañia-metro Santa Ana Tt, Centr..."
Amoblado/2 Suites /estacionamien/ Metro Santa Ana/san Martín,UF12,2 dormitorios,2 baños,58 m² útiles,"San Martín 600 - 900, Centro Histó..."
Arriendo Tipo Estudio / Metro Los Heroes,$240.000,1 dormitorio,1 baño,23 m² útiles,"Tucapel Jiménez 76, Centro Históri..."
Casco Histórico / Metro Santa Ana,$290.000,1 dormitorio,1 baño,35 m² útiles,"Amunátegui 600 - 900, Centro Histó..."
"Lindo Depto. En Santiago, Remodelado Incluye Gasto Comun",$660.000,3 dormitorios,2 baños,83 m² útiles,"San Pablo 1315, Centro Histórico D..."
Departamento Central,$239.990,1 dormitorio,1 baño,40 m² útiles,"Gral. Mackenna 900 - 1200, Centro ..."
Barrio Bellas Artes * Un Ambiente,$255.000,1 dormitorio,1 baño,22 m² útiles,"Ismael Valdés Vergara 300 - 600, C..."
Arriendo Depto. Amoblado 2d - 2b Catedral. Santiago.,$800.000,2 dormitorios,2 baños,75 m² útiles,"Catedral 1310, Centro Histórico De..."
Depto 1d Gral.mackenna /san Martín.,UF7,1 dormitorio,1 baño,30 m² útiles,"Gral. Mackenna 1490, Centro Histór..."
Metro Sta Ana Sn Martin Dp 2d 1b Balcon Conexion Lavadora,$320.000,2 dormitorios,1 baño,39 m² útiles,"San Martín 714, Santiago, Centro H..."
"Amplio Dpto Estudio Con Balcón, Metro Santa Ana",$230.000,1 dormitorio,1 baño,28 m² útiles,"San Pablo 1433, Centro Histórico D..."
"De 3 Dorm. Sur- Poniente, En Santiago",UF15,3 dormitorios,2 baños,95 m² útiles,Teatro Municipal/ Santiago Centro/...
"1 Dorm. Cal Y Canto, Santiago",$265.000,1 dormitorio,1 baño,30 m² útiles,Metro Puente Calicanto / Bandera /...
Departamento En Arriendo En Santiago,$280.000,1 dormitorio,1 baño,25 m² útiles,"San Martin 870, Centro Histórico D..."
Santo Domingo / Metro Santa Ana / Amunategui,$340.000,1 dormitorio,2 baños,47 m² útiles,"Santo Domingo 1355, Centro Históri..."
Oferta Por 2 Primeros Meses !! Dpto 2 Dor/2baños/ Amunategui,$300.000,2 dormitorios,2 baños,53 m² útiles,"Amunátegui 573, 8.3403e+06 - 8.340..."
"Departamento, Santo Domingo-san Antonio",$360.000,1 dormitorio,1 baño,35 m² útiles,"Santo Domingo 600 - 900, Centro Hi..."
Metro Santa Ana! Primer Mes $175.000.- Arriendo Incluye Ggcc,$350.000,1 dormitorio,1 baño,33 m² útiles,"San Martín 600 - 900, Centro Histó..."
Depto Cercano A Metro Santa Ana Y Metro Plaza De Armas,$270.000,1 dormitorio,1 baño,33 m² útiles,"Mario Kreutzberger 1520, Centro Hi..."
"Se Arrienda Depto. 2 Dorm. 1 Baño, Agustinas 1442, Santiago",$324.000,2 dormitorios,1 baño,54 m² útiles,"Agustinas 1442, Centro Histórico D..."
Arriendo Departamento 1d+1b En Morandé (santiago Centro),$312.260,1 dormitorio,1 baño,36 m² útiles,"Morandé 924, Santiago, Chile, Cent..."
Departamento 2h 2b Mapocho,$380.000,2 dormitorios,2 baños,70 m² útiles,"Avenida Mapocho 1522, Santiago, Ch..."
Se Arrienda Departamento En Huerfanos Cómodo Y Soleado Desc,$450.000,2 dormitorios,2 baños,57 m² útiles,"Huérfanos 1555, Santiago, Chile, C..."
Estudio / Cocina Equipada / Metro Los Héroes,$270.000,1 dormitorio,1 baño,20 m² útiles,"Moneda 1500 - 1800, Centro Históri..."
Estilo Mariposa / Metro Santa Ana,$450.000,2 dormitorios,2 baños,50 m² útiles,"Morandé 707, Santiago, Chile, Cent..."
$450.000 Arrienda Hermoso Departamento,$450.000,2 dormitorios,2 baños,45 m² útiles,"Merced 600 - 900, Centro Histórico..."
Departamento En Arriendo En Santiago,$260.000,1 dormitorio,1 baño,29 m² útiles,"Catedral / Teatinos, Centro Histór..."
Lindo Departamento A Pasos Metro,$350.000,2 dormitorios,1 baño,44 m² útiles,"Mario Kreutzberger 1558, Centro Hi..."
Arriendo Departamento Santiago (2d),$390.000,2 dormitorios,1 baño,55 m² útiles,"Gral. Mackenna 1260, 8.34e+06 - 8...."
"Arriendo Depto 1d, 1b. Catedral, Metro Sta Ana",$260.000,1 dormitorio,1 baño,33 m² útiles,"Catedral 1200 - 1500, Centro Histó..."
,UF15,2 dormitorios,2 baños,56 m² útiles,"Nueva San Martin 1490, Centro Hist..."
,$275.000,1 dormitorio,1 baño,30 m² útiles,"Papel Mural Y Piso Flotante Nuevo,..."
,UF9,1 dormitorio,1 baño,30 m² útiles,"San Martin /alameda, Centro Histór..."
"Hermoso Depto. En Huérfanos / Estado, Metro U. De Chile",$350.000,2 dormitorios,1 baño,54 m² útiles,"Huérfanos 886, Santiago, Centro Hi..."
Departamento En Arriendo De 2 Dorm. En Santiago,$500.000,2 dormitorios,2 baños,55 m² útiles,"Morande, Centro Histórico De Santi..."
Departamento Santiago,$340.000,1 dormitorio,1 baño,30 m² útiles,"Gral. Mackenna 890, Centro Históri..."
,UF13,1 dormitorio,1 baño,36 m² útiles,"Metro Moneda, Centro Histórico De ..."
Metro Moneda 1 Dormitorio San Martin 237,$320.000,1 dormitorio,1 baño,34 m² útiles,"San Martín 237, Santiago, Chile, C..."
San Pablo,$320.000,48 m² útiles,No disponible,No disponible,"San Pablo Con San Martín, Centro H..."
