Nombre Propiedad,Precio,Dormitorios,Baños,Metros Cuadrados,Dirección
Depto 2d-2b Arriendo En La Florida-mall Plaza Vespucio,$470.000,2 dormitorios,2 baños,42 m² útiles,"Mall Plaza Vespucio, Plaza Vespuci..."
Departamento En Arriendo De 2 Dorm. Y 2 Baños En La Florida,UF11,2 dormitorios,2 baños,45 m² útiles,Desde Metro Mirador Esta Cerca Cam...
"Depto Arriendo 1 Dorm, 1 Baño Edif Torres Vicuña La Florida",$282.000,1 dormitorio,1 baño,22 m² útiles,Av. Vicuña Mackenna Poniente/calle...
Depto. Arriendo 1 D 1b. Edif. Torre Vicuña/metro Mirador,$290.000,1 dormitorio,1 baño,29 m² útiles,Av. Vicuña Mackenna Poniente/calle...
"Depto. Arriendo 2 Dorm, 2 Baños Metro Mirador/la Florida",$433.000,2 dormitorios,2 baños,40 m² útiles,Vicuña Poniente/calle Mirador Azul...
"Depto En Arriendo 2 Dorm. 2 Baños, Metro Mirador/la Florida",$475.000,2 dormitorios,2 baños,45 m² útiles,Metro Mirador/mall Florida Center/...
Maravilloso Depto 3 Dor 2 Baños Walker Martinez La Florida,$430.000,3 dormitorios,2 baños,54 m² útiles,"Walker Martínez 1000, La Florida, ..."
"Depto Arriendo 2dorm, 1b Edif Torre Vicuña Macke. La Florida",$384.000,2 dormitorios,1 baño,38 m² útiles,Av.vicuña Mackenna Poniente/calle ...
Depto Arriendo 1dorm 1 Baño Metro Mirador/ La Florida,$350.000,1 dormitorio,1 baño,34 m² útiles,Calle Mirador Azul/vicuña Mackenna...
Departamento En Arriendo De 1 Dorm. Y 1 Baño En La Florida,UF9,1 dormitorio,1 baño,32 m² útiles,Desde Metro Mirador Esta Cerca Cam...
Departamento En Arriendo De 2 Dorm. Y 2 Baños En La Florida,$385.000,2 dormitorios,2 baños,40 m² útiles,"Metro Bellavista De La Florida, Pl..."
Departamento En Arriendo De 2 Hab. Y 1 Baño En La Florida,$385.000,2 dormitorios,1 baño,39 m² útiles,"Metro Bellavista De La Florida, Pl..."
Departamento En Arriendo De 1 Dorm. Y 1 Baño En La Florida,$325.000,1 dormitorio,1 baño,28 m² útiles,"Metro Bellavista De La Florida, Pl..."
Departamento En Arriendo De 2 Dorm. Y 2 Baños En La Florida,$435.000,2 dormitorios,2 baños,42 m² útiles,"Metro Mirador, Plaza Vespucio, La ..."
Departamento Metro Mirador La Florida 2 Habitaciones 2 Baños,$400.000,2 dormitorios,1 baño,40 m² útiles,"Metro Mirador., Plaza Vespucio, La..."
Arriendo Departamento 1d Y 1b En La Florida,UF8,1 dormitorio,1 baño,31 m² útiles,"Inglaterra 50-60, Metro Mirador, L..."
"Dpto.arriendo De 2 Dorm 1b. Metro Mirador, La Florida",$384.000,2 dormitorios,1 baño,38 m² útiles,Av Vicuña Mackenna Poniente/calle ...
Arriendo Departamento 2d/2b Metro L5 La Florida,$500.000,2 dormitorios,2 baños,68 m² útiles,Entre Metro Mirador Y Bellavista D...
¡oferta! Arriendo Departamento Nuevo 1d/1b La Florida,$310.000,1 dormitorio,1 baño,33 m² útiles,"Pudeto/la Florida, Plaza Vespucio,..."
Departamento En Arriendo De 3 Dorm. En La Florida,$1.000.000,3 dormitorios,2 baños,94 m² útiles,"Alto Macul/ Camino Del Paisaje, Lo..."
"Lindo Dpto. En Arriendo 2 Dorm. C/ Piscina, Vicente Valdez",$440.000,2 dormitorios,1 baño,56 m² útiles,"Juan De Pineda Y Vicente Valdez, V..."
Dpto. Arriendo De 2d 2b 1e Y 1bod Gerónimo Alderete,$600.000,2 dormitorios,2 baños,59 m² útiles,Geronimo Alderete Con Av La Florid...
Departamento En Arriendo De 2 Dorm. 2 Baños En La Florida,$420.000,2 dormitorios,2 baños,47 m² útiles,Walker Martínez Con Av. La Florida...
Departamento En Arriendo De 1 Dorm. En La Florida,$420.000,1 dormitorio,1 baño,40 m² útiles,"Departamental, Metro Macul, Clinic..."
"Departamento En Arriendo De 1 Dormitorio, Metro Mirador",$400.000,1 dormitorio,1 baño,38 m² útiles,"Metro Mirador, Metro Mirador, La F..."
Arriendo Departamento 1d/1b Metro Macúl La Florida,$310.000,1 dormitorio,1 baño,40 m² útiles,"Metro Macúl, Plaza Vespucio, La Fl..."
Departamento Arriendo 2 Dorm 1 Baño Metro Vicente Valdés,$450.000,2 dormitorios,1 baño,No disponible,"Vicente Valdés, Vicente Valdés, La..."
Arriendo Departamento 3d/2b Gran Conectividad En La Florida,$650.000,3 dormitorios,2 baños,95 m² útiles,"Vicuña Mackenna Poniente, Metro Mi..."
"Arriendo Departamento 2d/2b, Estacionamiento, La Florida",$580.000,2 dormitorios,2 baños,68 m² útiles,"Avenida Andalién, La Florida Alto,..."
Departamento En Arriendo De 2 Dorm. En La Florida,$365.000,2 dormitorios,1 baño,53 m² útiles,"Avenida Ines De Suarez 7630, Vicen..."
Depto En Arriendo De 2 Dorm Y Estacionamiento. En La Florida,$480.000,2 dormitorios,2 baños,50 m² útiles,"Metro Vicente Valdes, Vicente Vald..."
Departamento En Arriendo De 2 Dorm. En La Florida,$320.000,2 dormitorios,2 baños,40 m² útiles,"Supermercado Lider, Plaza Vespucio..."
Precioso Departamento En Arriendo De 1 Dorm. En La Florida,$270.000,1 dormitorio,1 baño,35 m² útiles,"Cercano A Supermercado Lider, Plaz..."
Oportunidad! Depto En Arriendo De 1 Dorm. En La Florida,$270.000,1 dormitorio,1 baño,No disponible,"Supermercado Lider, Plaza Vespucio..."
Depto Arriendo De 2 Dorm En La Florida Metro Los Quillayes,$480.000,2 dormitorios,2 baños,65 m² útiles,"Metro Los Quillayes, Los Quillayes..."
Departamento En Arriendo De 2 Dorm. En La Florida,$450.000,2 dormitorios,2 baños,45 m² útiles,"Av. Vicuña Mackenna Poniente, Plaz..."
Arriendo De 2 Dormitorios Estacionamiento. En La Florida,$385.000,2 dormitorios,2 baños,45 m² útiles,Depto 2 Dorm 1 Baño Estacionamient...
Ref:14774**      1 D 1 B + Est $300.000 Por 3 Meses $340.000,$300.000,1 dormitorio,1 baño,35 m² totales,"Nueva Cuatro 6277, Plaza Vespucio,..."
"Ref:14470**   Arriendo Depto Con Descuento, 2d+2b, Estac+ Bo",$450.000,2 dormitorios,2 baños,58 m² útiles,"Avenida Departamental 1475, La Flo..."
Ref:14456**           Comodo Depto. 2d+2b+est.+bod La Florid,$423.000,2 dormitorios,2 baños,46 m² útiles,"Avenida Departamental 1475, La Flo..."
Ref:62251**     Hermoso Departamento De 1d Cercano A Metro M,$280.000,1 dormitorio,1 baño,36 m² útiles,"Tacna 6320, Plaza Vespucio, La Flo..."
Departamento En Arriendo De 1 Dorm. En La Florida,$310.000,1 dormitorio,1 baño,37 m² útiles,"Metro Vicente Valdés, Vicente Vald..."
Ref:13956**     Hermoso Departamento De 2d 2b Terraza. Cerca,$370.000,2 dormitorios,2 baños,50 m² útiles,"Nueva Uno 6476, Plaza Vespucio, La..."
Ref:12949**        Amplio Departamento Estilo Mariposa,$480.000,2 dormitorios,2 baños,48 m² útiles,"Avenida Departamental 1475, Plaza ..."
"Ref:64012**      Arriendo Con Promoción, Depto Nuevo Y Ampli",$220.000,1 baño,28 m² totales,No disponible,"Nueva Uno 6476, Plaza Vespucio, La..."
Ref:13128**       Amplio Departamento. 2d 2b Estc  Bod. Metr,$480.000,2 dormitorios,2 baños,58 m² útiles,"Almahue 6424, Metro Mirador, La Fl..."
Ref:14521**       Hermoso Depto. 1d 1b Estacionamiento. Metr,$350.000,1 dormitorio,1 baño,31 m² útiles,"Avenida Departamental 1475, Santia..."
"Ref:14466**    Arriendo Depto 2d+2b, Terraza, Moderno Depto",$400.000,2 dormitorios,2 baños,57 m² útiles,"Avenida Departamental 1475, La Flo..."
Ref:12952**        Hermoso Dpto. 2d 1b Estac Y Bodega. Metro,$450.000,2 dormitorios,1 baño,50 m² útiles,"Inés De Suarez 7763, Vicente Valdé..."
Ref:61350**      Depto 1d+1b A Pasos Del Mall Florida Center,$310.000,1 dormitorio,1 baño,36 m² totales,"Froilán Roa 5746, La Florida"
Lindo Departamento - Preciosa Vista - Oportunidad,$400.000,2 dormitorios,2 baños,55 m² útiles,"Av. Vicuña Mackenna 6600 - 6900, P..."
Depto En Arriendo De 2 Dorm Y Estacionamiento En La Florida,$420.000,2 dormitorios,2 baños,50 m² útiles,"Depto 2 Dorm Estacionamiento, Los ..."
Ref:61351**       Depto A Estrenar 1d+1b $310.000,$310.000,1 dormitorio,1 baño,36 m² totales,"Froilán Roa 5746, La Florida"
Ref:12966**           Arriendo Dpto 1d+1b Cerca Del Metro V.,$330.000,1 dormitorio,1 baño,27 m² útiles,"Foilan Lagos Sepulveda 1500, Plaza..."
Ref:10272**      Arriendo Depto 2d+1b+bodega Metro Vicente V,$423.854,2 dormitorios,1 baño,40 m² útiles,"Vicuña Mackenna Poniente 7801, Vic..."
Ref:222**         Arriendo Dpto. En La Florida 1d+1b. Metro,$290.000,1 dormitorio,1 baño,37 m² útiles,"Calle Nueva 141, La Florida Alto, ..."
,$350.000,2 dormitorios,2 baños,45 m² útiles,¡dcto Primer Mes! Dpto 2d 2b + Est...
,$270.000,1 dormitorio,1 baño,32 m² útiles,Arriendo Depto La Florida 1d+1b+0e...
,$420.000,2 dormitorios,2 baños,45 m² útiles,¡rebajado! Dpto 2d 2b + Estacionam...
,$430.000,2 dormitorios,2 baños,45 m² útiles,¡oportunidad! Dpto 2d 2b + Estacio...
"Dpto Amplio 3d/2b, Santa Amalia/ Jardin Alto, La Florida",$570.000,3 dormitorios,2 baños,75 m² útiles,"Sta. Amalia 3500, La Florida Alto,..."
Walker Martinez 2991 / Condominio Parque La Portada,$595.000,3 dormitorios,2 baños,72 m² útiles,"Walker Martínez 2991, La Florida A..."
"(adm) 1 Hab + 1 B, Terraza. Metro Macul (50% Dcto 2 Meses)",$290.000,1 dormitorio,1 baño,40 m² útiles,"Lago Pirihueico 6300 - 6600, Plaza..."
"(adm) 1 Hab + 1 B, Terraza. Metro Macul (50% Dcto 2 Meses)",$290.000,1 dormitorio,1 baño,40 m² útiles,"Lago Pirihueico 6300 - 6600, Plaza..."
Condominio Terramar  Piso 11 Vista Despejada,$550.000,3 dormitorios,2 baños,90 m² útiles,"Av. Vicuña Mackenna Ote. 6720, La ..."
Lago Pirihueico - Av. Americo Vespucio,$280.000,1 dormitorio,1 baño,37 m² útiles,"Lago Pirihueico 6300 - 6600, Plaza..."
"Vicuña Mackenna / Barcelona, Plaza Vespucio",$350.000,2 dormitorios,2 baños,47 m² útiles,Avenida Vicuña Mackenna 6600 - 690...
2 Estac Metro/ Subsidio Arriendo/ Mall/2 Ambientes/ Oriente,$350.000,1 dormitorio,1 baño,33 m² útiles,"Baltazar 7487, La Florida"
Departamento En Arriendo De 1 Dorm. En La Florida,$250.000,1 dormitorio,1 baño,35 m² útiles,Vicuña Mackenna Poniente / Metro M...
"Departamento Nuevo!!, Gran Terraza, Lado De Clínica Bupa!!",$350.000,1 dormitorio,1 baño,35 m² útiles,"Clinica Bupa, Plaza Vespucio, La F..."
"Único Moderno, Con Piscina, Gran Terraza, Quincho, Sala Pool",$350.000,1 dormitorio,1 baño,35 m² útiles,"Clinica Bupa, Plaza Vespucio, La F..."
Departamento En Arriendo En La Florida,$450.000,2 dormitorios,2 baños,48 m² totales,"2d+2b+est.+bod. / Walker Martinez,..."
Departamento En Arriendo En La Florida,$450.000,2 dormitorios,2 baños,48 m² útiles,2d&#43;2b&#43;est.&#43;bod. / Walk...
Arriendo Departamento En Sector Parque Rojas Magallanes,$550.000,3 dormitorios,2 baños,70 m² útiles,"Sta. Victoria 9448, 8290035 La Flo..."
Se Arrienda Hermoso Departamento Nuevo 2d2b1e1b,$550.000,2 dormitorios,2 baños,56 m² útiles,"Gerónimo De Alderete 1500 - 1800, ..."
Departamento 3 Dormitorios Más Estacionamiento Y Bodega,$640.000,3 dormitorios,2 baños,71 m² útiles,"Inés De Suárez 7858, Vicente Valdé..."
Arriendo Depto Mariposa. Metro Los Quillayes,$550.000,2 dormitorios,2 baños,47 m² útiles,"Los Quillayes, La Florida"
Arriendo Depto V. Mackenna 6720-  Plaza Vespucio-la Florida,$500.000,3 dormitorios,2 baños,95 m² útiles,"Av. Vicuña Mackenna Ote. 6720, Pla..."
Arriendo Departamento 2d Y 1 B. La Florida,$380.000,2 dormitorios,1 baño,46 m² útiles,"Los Quillayes, La Florida"
¡descuento! Depto. 1d + 1b En La Florida [id: W10241],$310.000,1 dormitorio,1 baño,30 m² útiles,"Baltazar 7487, La Florida"
Departamento 2d 1b. E Y B.  Metro Bellavista. La Florida,$490.000,2 dormitorios,1 baño,50 m² útiles,"Lía Aguirre 155, Plaza Vespucio, L..."
Departamento Don Pepe 88. Piso 14. Vista Sur Poniente,$379.000,2 dormitorios,1 baño,44 m² útiles,"Don Pepe 88, La Florida., Vicente ..."
Moderno Departamento En La Florida,$340.000,1 dormitorio,1 baño,32 m² útiles,"Vicente Valdés, La Florida"
Depto 2 Dorm 2 Baños - Mariposa. Cercano A Metro. La Florida,$470.000,2 dormitorios,2 baños,48 m² útiles,"Av. Vicuña Mackenna 10811, Los Qui..."
Titular Depto 2dorm 2 Baños. Cercano A Metro. La Florida,$460.000,2 dormitorios,1 baño,47 m² útiles,"Av. Vicuña Mackenna 10811, Los Qui..."
"La Florida, Edif Tres Lagos 2d+1b+k+e+b Piso 6",$400.000,2 dormitorios,1 baño,41 m² útiles,"Froilán Lagos Sepúlveda 1500, Plaz..."
"La Florida, Edif Tres Lagos 2d+1b+k Piso 3 Torre A",$350.000,2 dormitorios,1 baño,41 m² útiles,"Froilán Lagos Sepúlveda 1500, La F..."
La Florida  2d+1b+estacionamieno Y Bodega Piso 2,$400.000,2 dormitorios,1 baño,41 m² útiles,"Froilán Lagos Sepúlveda 1500, La F..."
Depto 1 Dorm 1 Baño. Cercano A Metro. La Florida,$330.000,1 dormitorio,1 baño,33 m² útiles,"Av. Vicuña Mackenna 10811, Los Qui..."
"Sin Mes Garantía!! Dpto 1d 1b, Al Costado De Clinica Bupa",$330.000,1 dormitorio,1 baño,45 m² útiles,"Av. Departamental 1475, Plaza Vesp..."
Departamento Don Pepe 88. Piso 3. Vista Oriente,$439.000,2 dormitorios,2 baños,55 m² útiles,"Don Pepe 88, La Florida., Vicente ..."
Departamento Don Pepe 88. Piso 11. Vista Nor Oriente,$459.000,2 dormitorios,2 baños,55 m² útiles,"Don Pepe 88, La Florida., Vicente ..."
Amplio Departamento Ubicado A Pasos Del Metro Vicente Valdés,$600.000,3 dormitorios,2 baños,74 m² útiles,"Vicuña Mackenna 7735, Rojas Magall..."
Departamento Don Pepe 88. Piso 3. Vista Sur Oriente,$335.000,1 dormitorio,1 baño,32 m² útiles,"Don Pepe 88, La Florida., Vicente ..."
Departamento Don Pepe 88. Piso 14. Vista Sur Oriente,$335.000,1 dormitorio,1 baño,32 m² útiles,"Don Pepe 88, La Florida., Vicente ..."
Departamento Don Pepe 88. Piso 4. Vista Oriente,$335.000,1 dormitorio,1 baño,32 m² útiles,"Don Pepe 88, La Florida., Vicente ..."
Departamento Don Pepe 88. Piso 7. Vista Norte,$350.000,1 dormitorio,1 baño,32 m² útiles,"Don Pepe 88, La Florida., Vicente ..."
Departamento Don Pepe 88. Piso 2. Vista Norte,$335.000,1 dormitorio,1 baño,30 m² útiles,"Don Pepe 88, La Florida., Vicente ..."
Departamento Don Pepe 88. Piso 3. Vista Sur,$335.000,1 dormitorio,1 baño,30 m² útiles,"Don Pepe 88, La Florida., Vicente ..."
Departamento Don Pepe 88. Piso 5. Vista Nor Poniente,$439.000,2 dormitorios,2 baños,48 m² útiles,"Don Pepe 88, La Florida., Vicente ..."
Departamento Don Pepe 88. Piso 17. Vista Nor Poniente,$439.000,2 dormitorios,2 baños,48 m² útiles,"Don Pepe 88, La Florida., Vicente ..."
Arrienda Tu Departamento 3 Dorm 2 Baños En La Florida,$560.000,3 dormitorios,2 baños,80 m² útiles,"Las Acacias 7604, La Florida., Vic..."
Departamento En Arriendo En La Florida,$560.000,3 dormitorios,2 baños,80 m² útiles,"Las Acacias 7604, La Florida., Vic..."
Depto 1d 1b. La Florida Con 50% X El Primer Mes,$350.000,1 dormitorio,1 baño,37 m² útiles,"Las Acacias 7604, La Florida., Vic..."
Departamento En Arriendo De 1 Dorm. En La Florida,$350.000,1 dormitorio,1 baño,37 m² útiles,"Las Acacias 7604, La Florida., Vic..."
Departamento 2 Dorm En La Florida Con 1 Mes Con 50% Dcto,$410.000,2 dormitorios,2 baños,49 m² útiles,"Las Acacias 7604, La Florida., Vic..."
Departamento Don Pepe 88. Piso 12. Vista Poniente,$379.000,2 dormitorios,1 baño,44 m² útiles,"Don Pepe 88, La Florida., Vicente ..."
50% Dcto. Primer Mes Depto 2 Dorm. En La Florida,$430.000,2 dormitorios,2 baños,55 m² útiles,"Las Acacias 7604, La Florida, Vice..."
Departamento Tipo Estudio En La Florida,$330.000,1 dormitorio,1 baño,30 m² útiles,"Las Acacias 7604, La Florida, Vice..."
Departamento En Arriendo De 2 Dorm. En La Florida,$460.000,2 dormitorios,2 baños,55 m² útiles,"Las Acacias 7604, La Florida, Vice..."
Departamento En Arriendo De 2 Dorm. En La Florida,$446.425,2 dormitorios,2 baños,55 m² útiles,"Las Acacias 7604, La Florida, Vice..."
Departamento En Arriendo De 2 Dorm. En La Florida,$453.090,2 dormitorios,2 baños,55 m² útiles,"Las Acacias 7604, La Florida, Vice..."
Departamento En Arriendo De 2 Dorm. En La Florida,$460.000,2 dormitorios,2 baños,49 m² útiles,"Las Acacias 7604, La Florida., Vic..."
Oportunidad Colegio Nazaret Metro Quillayes,$450.000,2 dormitorios,2 baños,49 m² útiles,"Avenida Diego Portales 600 - 900, ..."
"Moderno, Luminoso A Pasos De Todo",$450.000,2 dormitorios,2 baños,49 m² útiles,"Avenida Diego Portales 600 - 900, ..."
Linda Vista Como Nuevo Metro Quillayes,$430.000,2 dormitorios,1 baño,49 m² útiles,"Avenida Diego Portales 600 - 900, ..."
Arriendo Depto. 1dorm-1baño-bd-est. Metro Mirador.la Florida,$415.000,1 dormitorio,1 baño,30 m² útiles,Froylan Roa Con Avda. Departamenta...
Arriendo Depto. 2dorm-2baños-bd-est. La Florida C2j,$460.000,2 dormitorios,2 baños,44 m² útiles,Froylan Roa Con Avda. Departamenta...
Departamental / Mall Plaza Vespucio / Froilan Roa,$230.000,2 dormitorios,2 baños,61 m² útiles,"Av. Departamental 1475, Plaza Vesp..."
Metro Mirador Sin Aval Calle Froilán Roa Depto Nuevo,$260.000,1 dormitorio,1 baño,29 m² útiles,"Froilán Roa 5746, La Florida, Chil..."
Arrienda Departamentos De 1d+1b En Paso El Roble (la Florida,$334.253,1 dormitorio,1 baño,36 m² útiles,"Paso El Roble 50, La Florida, Chil..."
Arriendo Depto Studio Cercano A Hospital La Florida,$320.000,1 dormitorio,1 baño,38 m² útiles,"Nva Uno 6476, La Florida, Chile, P..."
Se Arrienda Depto De 1d1b Metro Vicente Valdes,$360.000,1 dormitorio,1 baño,38 m² útiles,"Avenida Vicuña Mackenna 7633, La F..."
Se Arrienda Depto De 1d1b Metro Bellavista La Florida,$350.000,1 dormitorio,1 baño,33 m² útiles,"Lía Aguirre 155, La Florida, Chile..."
Departamento En La Florida/vicuña Mackenna Oriente,$400.000,1 dormitorio,1 baño,36 m² útiles,Avenida Vicuña Mackenna Oriente 66...
"Excelente Ubicación, Metro Estación Mirador",$530.000,3 dormitorios,2 baños,73 m² útiles,"Avenida Vicuña Mackenna 6299, La F..."
Juan De Pineda/walker Martinez 3ha 1b,$500.000,3 dormitorios,1 baño,65 m² útiles,"Juan De Pineda 7679, La Florida, C..."
Se Arrienda Amplio Departamento Condominio Mirador Azul.,$650.000,3 dormitorios,2 baños,79 m² útiles,Avenida Vicuña Mackenna Poniente 6...
Departamento A Estrenar (nuevo),$550.000,2 dormitorios,2 baños,51 m² útiles,"Ongolmo 7290, La Florida Alto, La ..."
"Excelente Dpto. De 2 Dormitorios, 2 Baños Est. Y Bodega.",$530.000,2 dormitorios,2 baños,52 m² útiles,"Walker Martínez 1165, Vicente Vald..."
Arriendo Lindo Departamento Nuevo Calle Colombia/la Florida,$530.000,2 dormitorios,2 baños,66 m² útiles,"Colombia  7664, Vicente Valdés, La..."
Arriendo Depto Semi Nuevo En La Florida De 1 Dormitorio,$300.000,1 dormitorio,1 baño,34 m² útiles,"El Blanco 1 - 300, Vicente Valdés,..."
Excelente Departamento En Calle Las Acacias/ La Florida,$450.000,2 dormitorios,2 baños,54 m² útiles,"Las Acacias  7000, Vicente Valdés,..."
"Walker Martínez / Av. México, 2 Dorm+2 Baños+2 Estac.",$550.000,2 dormitorios,2 baños,64 m² útiles,"Walker Martinez 1500 - 1800, La Fl..."
"Departamento Con Linda Vista A Parque Brasil, Frente Al Mim",$530.000,2 dormitorios,2 baños,66 m² útiles,"Av. Punta Arenas 6900, La Florida,..."
,$350.000,2 dormitorios,1 baño,45 m² útiles,"Vicuña Mackenna Poniente 6690, Pla..."
"Oportunidad. Metro Mirador Azul, Nor-oriente.",$240.000,1 dormitorio,1 baño,29 m² útiles,"C. Pudeto 6600 - 6900, Plaza Vespu..."
"3 Amplios Dormitorios, Estacionamiento, A Pasos W. Martínez",$550.000,3 dormitorios,2 baños,71 m² útiles,"Alonso De Ercilla 7888, Vicente Va..."
Departamento Nuevo A Pasos De Metro Rojas Magallanes,$420.000,1 dormitorio,1 baño,43 m² útiles,"Vicuña Mackenna 8833, Rojas Magall..."
Arriendo Departamento La Florida,$450.000,3 dormitorios,1 baño,55 m² útiles,"San Jorge 930, Los Quillayes, La F..."
Departamento En Arriendo En La Florida / Metro Mirador,$300.000,1 dormitorio,1 baño,40 m² útiles,"La Florida / Metro Mirador, Metro ..."
Departamento En Arriendo En La Florida / Metro Mirador,$300.000,1 dormitorio,1 baño,1 m² totales,Vicuña Mackena Poniente / Metro Mi...
Arriendo Departamento La Florida,$490.000,2 dormitorios,2 baños,53 m² útiles,"Gerónimo De Alderete 1800, La Flor..."
Excelente Departamento La Florida,$450.000,3 dormitorios,1 baño,52 m² útiles,"San Pedro  941, San José De La Est..."
"Depto 1d/1b Central Piscina, Quincho, Gimnasio, Sala Evento",$355.000,1 dormitorio,1 baño,33 m² útiles,"Froilán Lagos Sepúlveda 1500b, La ..."
Departamento En Arriendo En La Florida / Metro Mirador,$300.000,1 dormitorio,1 baño,40 m² útiles,"La Florida / Metro Mirador, Metro ..."
"Se Arrienda Hermoso Departamento De 2dormitorio Y 2 Baño,",$430.000,2 dormitorios,2 baños,50 m² útiles,"Calle Nueva 141, La Florida, Plaza..."
Arriendo Departamento Mariposa En La Florida Con Patio,$670.000,2 dormitorios,2 baños,60 m² útiles,Av. Vicuña Mackenna Ote. 8700 - 90...
Arriendo Amplio Departamento 2d-2b-1e-1b La Florida Alto,$550.000,2 dormitorios,2 baños,65 m² útiles,"Avenida Tobalaba 7377, La Florida ..."
Arriendo Departamento De 2d 1b,$420.000,2 dormitorios,1 baño,53 m² útiles,"Paseo El Roble 311, La Florida 311..."
Se Arrienda Hermoso Departamento Excelente Ubicación ¡¡,$430.000,2 dormitorios,2 baños,63 m² útiles,"Lago Pirihueico 6502, Plaza Vespuc..."
"Comodo Dpto, Arrienda Su Propio Dueño, Excelente Valor De Gc",$430.000,2 dormitorios,1 baño,50 m² útiles,"Av. Vicuña Mackenna Poniente 6491,..."
Departamento Piso 14 Metro Vicente Valdes,$350.000,1 dormitorio,1 baño,40 m² útiles,"Av. Vicuña Mackenna Poniente 7735,..."
Departamento Nuevo! Un Dormitorio 1e+1b,$390.000,1 dormitorio,1 baño,36 m² útiles,"Ines De Suarez  7858, Vicente Vald..."
Iluminado Dpto Oriente Con Vista A Cordillera,$500.000,2 dormitorios,2 baños,48 m² útiles,"Walker Martínez 600 - 900, La Flor..."
Oferta 3 Meses! Vicuña Mackenna Poniente 6839 La Florida,$298.000,1 dormitorio,1 baño,40 m² útiles,"Avenida Vicuña Mackenna 6839, La F..."
Incluye Estacionamiento! Doctor Sótero Del Río 109,$430.000,3 dormitorios,2 baños,68 m² útiles,"C. Dr. Sotero Del Rio 109, Rojas M..."
"2d+2b+est (369), La Florida *",$390.000,2 dormitorios,2 baños,48 m² útiles,"Diego Portales 817, La Florida, Sa..."
"Departamento Amoblado, 1 Dorm, 1 Baño En La Florida",$350.000,1 dormitorio,1 baño,49 m² útiles,"Metro Vicuña Mackenna, La Florida"
Departamento En Arriendo De 1 Dorm. En La Florida,$330.000,1 dormitorio,1 baño,33 m² útiles,"La Concepción Con Vicente Valdes, ..."
Departamento En Arriendo De 2 Dorm. En La Florida,$450.000,2 dormitorios,1 baño,55 m² útiles,Chopin Con San Jose De La Estrella...
Departamento En Arriendo De 1 Dorm. En La Florida,$320.000,1 dormitorio,1 baño,30 m² útiles,"Av. Tobalaba Con Walker Martinez, ..."
"Hermoso,depto, En Arriendo De 3 Dormitorios, Sector Lo Cañas",$530.000,1 dormitorio,1 baño,55 m² útiles,"Tobalaba Sector Lo Cañas, La Flori..."
Vicuña Mackenna/ G. Alderete/ Metro Vicente Valdes,$320.000,1 dormitorio,1 baño,37 m² útiles,"Vicuña Mackenna  7735, Vicente Val..."
Departamento Los Maitenes/metro Bellavista,$320.000,1 dormitorio,1 baño,30 m² útiles,"Los Maitenes/metro Bellavista, Pla..."
Departamento Depto Para Inaugurar + Bodega/san Carlos De Anc,UF10,1 dormitorio,1 baño,32 m² útiles,Depto Para Inaugurar + Bodega/san ...
Departamento ¡precio Rebajado!/metro Macul,UF4,1 dormitorio,1 baño,28 m² útiles,"¡precio Rebajado!/metro Macul, Pla..."
Departamento Metro Macul/froilán Lagos,UF7,1 dormitorio,1 baño,28 m² útiles,"Metro Macul/froilán Lagos, Plaza V..."
"Depto 2d-2b Gran Terraza, Amplios Espacios 26 Av. La Florida",$580.000,2 dormitorios,2 baños,65 m² útiles,"Av. La Florida 11455, 8301423 La F..."
Arriendo Dpto Mariposa Primer Piso Nuevo 2d2b Con  Jardin,$650.000,2 dormitorios,2 baños,65 m² útiles,"Vicuña Mackenna 8833, Rojas Magall..."
Departamento En Arriendo De 2 Dorm. En La Florida,$470.000,2 dormitorios,2 baños,46 m² útiles,"Las Acacias, Vicente Valdés, La Fl..."
"Arriendo De Depto 2d2b +estacionamiento+bodega, La Florida",$390.000,2 dormitorios,2 baños,54 m² útiles,"Santa Amalia, Trinidad, La Florida"
Impecable Departamento En Metro Bellavista De La Florida,$370.000,2 dormitorios,1 baño,46 m² útiles,"Av. Vicuña Mackenna 7492, Plaza Ve..."
Arriendo La Florida Vista Despejada 3d 2b Con E Y B,$550.000,3 dormitorios,2 baños,55 m² útiles,"Walker Martínez 1612, La Florida, ..."
Departamento 2d 2b Estilo Mariposa,$490.000,2 dormitorios,2 baños,68 m² útiles,"Avenida La Florida 10695, Los Quil..."
"Depto. En La Florida, Mariposa 2d+2b, 63 Mt2",$400.000,2 dormitorios,2 baños,52 m² útiles,"Av. Vicuña Mackenna Poniente 6130,..."
Se Arrienda Amplio Departamento Alto Macul,$730.000,2 dormitorios,2 baños,71 m² útiles,"Cam. Del Monte 6100, Lo Cañas - Al..."
"Amplio Dpto Nuevo, 2d 2b Condómino Refugio Live, La Florida",$400.000,2 dormitorios,2 baños,65 m² útiles,"Colombia 8937, 8242001 La Florida,..."
Excelente Ubicación Edificio Vista Bella,$420.000,2 dormitorios,1 baño,40 m² útiles,"El Platino 141, Plaza Vespucio, La..."
Departamento Mariposa 2 Hab Y 2 Baños Con Amplio Balcón,$500.000,2 dormitorios,2 baños,58 m² útiles,"Barcelona  160, Plaza Vespucio, La..."
