Nombre Propiedad,Precio,Dormitorios,Baños,Metros Cuadrados,Dirección
Edificio Pedro De Valdivia (1 Est. 1 Bod.) Vista Poniente P,$485.000,1 dormitorio,1 baño,41 m² útiles,"Av. Pedro De Valdivia 4170, Estadi..."
Edificio Av. Manuel Montt (1 Est. 1 Bod.) Vista Norte Piso,$545.000,1 dormitorio,1 baño,35 m² útiles,"Av. Manuel Montt 2515, Metro Monse..."
Tres Dormitorios Amoblado,$1.300.000,3 dormitorios,2 baños,80 m² útiles,"Estrella Solitaria 5100 - 5400, Pl..."
"Tres Dormitorios Estacionamiento Y Bodega , Calle Bremen",$900.000,3 dormitorios,2 baños,90 m² útiles,"Bremen 300 - 600, Plaza Egaña, Ñuñ..."
"Tres Dormitorios Amobaldo , Calle Estrella Solitaria",$1.300.000,3 dormitorios,2 baños,80 m² útiles,"Estrella Solitaria 5100 - 5400, Pl..."
"Un Dormitorio Con Estacionamiento Y Bodega , Calle Pucará",$520.000,1 dormitorio,1 baño,32 m² útiles,"Pucará 4800 - 5100, Metro Simón Bo..."
Dos Dormitorios Full Amoblado Por 3 O 6 Meses,$750.000,2 dormitorios,2 baños,60 m² útiles,"Julio Prado 1800 - 2100, Metro Mon..."
Dos Dormitorios Con Estacionamiento Y Bodega,$700.000,2 dormitorios,2 baños,80 m² útiles,"Luis Beltrán 1800 - 2100, Metro Mo..."
Dos Dormitorios Con Estacionamiento Y Bodega,$700.000,2 dormitorios,2 baños,80 m² útiles,"Luis Beltrán 1800 - 2100, Metro Mo..."
Un Dormitorio Con Estacionamiento Amoblado,$550.000,1 dormitorio,1 baño,37 m² útiles,"Virginio Arias 1371, Ñuñoa, Juan G..."
,$380.000,1 baño,20 m² útiles,No disponible,Depto Studio Metro Monzeñor Eyzagu...
Dpto. 1d-1b Cercano A Barrio Italia Y Estación De Metro,$520.000,1 dormitorio,1 baño,38 m² útiles,"Julio Prado 1855, Metro Monseñor E..."
Estupendo Depto Arriendo A Pasos Metro Irarrazabal,UF21,2 dormitorios,2 baños,70 m² útiles,Arriendo  Domingo  Faustino Sarmie...
"Oportunidad De Arriendo! A Pasos De Metro Ñuble, Ñuñoa",$570.000,2 dormitorios,2 baños,57 m² útiles,"San Eugenio 1331, Parque San Eugen..."
Miguel Claro / Av Irarrazaval / Metro Monseñor Eyzaguirre,$495.000,1 dormitorio,1 baño,42 m² útiles,"Miguel Claro 2550, Metro Monseñor ..."
Duble Almeyda / Campo Deportes / Carmen Cobarrubias,$650.000,3 dormitorios,2 baños,75 m² útiles,"Dublé Almeyda 1800 - 2100, Metro M..."
Av Irarrazaval / Plaza Ñuñoa / Brown Sur,$625.000,2 dormitorios,2 baños,57 m² útiles,"Av. Irarrázaval 3785, Parque Juan ..."
Jose Domingo Cañas / Campos Deportes / Carmen Covarrubias,$720.000,3 dormitorios,2 baños,68 m² útiles,"José Domingo Cañas 1980, Metro Mon..."
Arriendo Lumínico Depto 4d+3b+1e+1b Ñuñoa (57244),$1.250.000,4 dormitorios,3 baños,100 m² útiles,Arriendo Hermoso Depto 4d+3b+1e+1b...
Departamento En Ñuñoa (2d+2b) (58675),$700.000,2 dormitorios,2 baños,80 m² útiles,"Departamento En Ñuñoa (2d+2b), Met..."
"Arrienda Departamento Ñuñoa, Plaza Egaña Con Estacionamiento",$800.000,3 dormitorios,2 baños,77 m² útiles,"Francisco De Villagra 1 - 300, Pla..."
Arriendo Departamento Amoblado En Ñuñoa,$1.300.000,3 dormitorios,2 baños,101 m² útiles,"Plaza Egaña, Ñuñoa"
"Espléndido Departamento!, 2 Estacionamientos. (56780)",$550.000,2 dormitorios,2 baños,45 m² útiles,Moderno Y Funcional Con 2 Estacion...
Departamento Semi-nuevo   (52115),$1.250.000,4 dormitorios,3 baños,100 m² útiles,"Departamento Semi-nuevo, Metro Mon..."
Departamento Nuevo Metro Villa Frei. (30555),$420.000,1 dormitorio,1 baño,34 m² útiles,Dpto Nuevo  1 Dormitorio  Metro Vi...
"2d, 2b, Estc, Bodega Nuevo (46749)",$550.000,2 dormitorios,2 baños,50 m² útiles,"2 Dormitorios Estilo Mariposa, Est..."
"Arriendo Departamento Ñuñoa, Metro Inés De Suarez",$875.000,3 dormitorios,2 baños,90 m² útiles,"Plaza Ñuñoa, Ñuñoa"
Depto En Arriendo 2d 1b Estac Y Bodega Zañartu 1100 Ñuñoa,$480.000,2 dormitorios,1 baño,39 m² útiles,"Calle Zañartu 1100,comuna De Ñuñoa..."
Departamento En Ñuñoa De 2dorm 2b 1estac 1bod (59034),$550.000,2 dormitorios,2 baños,50 m² útiles,Departamento De 2dorm 2baños 1estc...
Metro Monseñor Eyzaguirre Amoblado Luminoso.  (44969),$670.000,2 dormitorios,1 baño,52 m² útiles,"Metro Ñuñoa Amoblado, Impecable /,..."
Una Cuadra Del Metro Ñuñoa (53078),$530.000,1 dormitorio,1 baño,34 m² útiles,Arriendo Dpto Con Excelente Ubicac...
Parque Bustamante/metro Irarrazaval,$630.000,2 dormitorios,2 baños,68 m² útiles,Parque Bustamante/metro Irarrazava...
"Conectado, Amplio Y Funcional (52139)",$590.000,1 dormitorio,1 baño,58 m² útiles,"Ñuñoa Amplio Terraza Metro Egaña, ..."
Moderno Departamento En Arriendo,UF10,1 dormitorio,1 baño,40 m² útiles,"Moderno Departamento En Renta, Est..."
Amplio Depto Se Arrienda (54153),$570.000,2 dormitorios,1 baño,80 m² útiles,Depto En Ubicación Estratégica Se ...
"Se Arrienda Departamento / Townhouse , Ñuñoa",$1.300.000,2 dormitorios,3 baños,100 m² útiles,"Parque Botánico, Ñuñoa"
Se Arrienda Depto Mariposa Amoblado Plaza Egaña,$900.000,2 dormitorios,2 baños,61 m² útiles,"Plaza Egaña, Ñuñoa"
Dpto De 2d/2b Muy Cercano Al Metro (53570),$730.000,2 dormitorios,2 baños,56 m² útiles,"Dpto De 2d/2b Semi Amueblado, Tipo..."
Nuevo 1 Dormitorio (57220),$400.000,1 dormitorio,1 baño,35 m² útiles,"Arriendo Rodrigo De Araya, Estadio..."
Departamento 1 Habitacion Amoblado (50047),$450.000,1 dormitorio,30 m² útiles,No disponible,"Departamento Amoblado Ñuñoa 1d, Pa..."
Vista Despejada/conexión Lavadora,$520.000,1 dormitorio,1 baño,40 m² útiles,"Av. Irarrázaval 4200, Parque Juan ..."
"1 Dorm+1b+bd, Metro Irarrázaval (56905)",$460.000,1 dormitorio,1 baño,35 m² útiles,"Inmejorable Ubicacion, 1 Estaciona..."
Amplio Depto 2d 2b Estacionamineto P Egaña  (58444),$690.000,2 dormitorios,2 baños,60 m² útiles,Depto 2d 2b 1 Estc. Mall Plaza Ega...
"1 Dorm+1b+bd, Metro Irarrázaval (58702)",$460.000,1 dormitorio,1 baño,35 m² útiles,"Visitas Martes 19, Mejor Ubicacion..."
Villagra 327/ Irarrazaval (59036),$930.000,3 dormitorios,2 baños,95 m² útiles,Condominio Francisco De Villagra 3...
Sector Estadio Nacional (58811),$485.000,1 dormitorio,1 baño,35 m² útiles,"Departamento Nuevo, Estadio Nacion..."
Excelente Depto.  A Pasos Del Metro Ñuñoa (45764),$815.000,2 dormitorios,2 baños,57 m² útiles,En Eduard.castillo Velasco Cercano...
"1 Dorm+1b+bd, Metro Irarrázaval (53339)",$460.000,1 dormitorio,1 baño,35 m² útiles,"Inmejorable Ubicacion, 1 Estaciona..."
Arriendo Depto Sector Residencial Nuñoa (58404),UF16,1 dormitorio,1 baño,54 m² útiles,"Arriendo Moderno Depto En Nuñoa, P..."
Edificio Vitro Dpto 2d+2b+est+bod (54395),$580.000,2 dormitorios,2 baños,56 m² útiles,"Dpto 2d+2b+est+bod, En Ñuñoa, Esta..."
Jorge Washington / Plaza Ñuñoa (58781),UF14,1 dormitorio,1 baño,40 m² útiles,"Fantástico Loft / Plaza Ñuñoa, Pla..."
"Nuevo Semi Amoblado, Excelente Vista (55767)",$550.000,2 dormitorios,2 baños,40 m² útiles,"Nuevo Semi Amoblado, Buena Ubicaci..."
Arriendo  Dpto Estudio Amoblado En Ñuñoa (51127),$400.000,1 dormitorio,1 baño,23 m² útiles,Arriendo  Dpto Estudio Amoblado En...
Arriendo 1d1b Con Estac Ñuñoa (51140),$460.000,1 dormitorio,1 baño,32 m² útiles,"Arriendo 1d1b Con Estac Ñuñoa, Est..."
En Arriendo Depto Con Estacionamiento Y Bodeg (58193),$415.000,1 dormitorio,1 baño,45 m² útiles,Excelente Depto Con Estacionamient...
"Arriendo Depto., Amoblado San Eugenio, Ñuñoa (28687)",$450.000,1 dormitorio,1 baño,33 m² útiles,"Arriendo Depto,  Amoblado , Est.me..."
"Arriendo Depto., Amoblado San Eugenio, Ñuñoa (51787)",$450.000,1 dormitorio,1 baño,33 m² útiles,"Arriendo Depto,  Amoblado , Est.me..."
Dp.estilo Mariposa Vista Oriente Nunoa (46746),$630.000,2 dormitorios,2 baños,54 m² útiles,"Estilo Mariposa,vista Oriente, Nun..."
Arriendo En Ñuñoa Metro Irarrazaval  (48629),$430.000,1 dormitorio,1 baño,40 m² útiles,Gran Oportunidad De Arriendo En Ñu...
Depto Dos Dormitorios (51774),UF21,2 dormitorios,2 baños,70 m² útiles,"Hermosa Vista De Santiago, Plaza Ñ..."
Promociones Arriendos  (57383),$390.000,1 dormitorio,1 baño,38 m² útiles,"Oportunidad De Arriendos, Estadio ..."
Promociones Arriendos  (58865),$495.000,2 dormitorios,1 baño,38 m² útiles,"Oportunidad De Arriendos, Estadio ..."
"Nuevo Semi Amoblado, Excelente Vista (55770)",$510.000,2 dormitorios,2 baños,40 m² útiles,"Nuevo Semi Amoblado, Buena Ubicaci..."
Departamento 2 Dormitorios Ñuñoa  (58188),$500.000,2 dormitorios,1 baño,45 m² útiles,"Departemnto Ñuñoa, Parque San Euge..."
Departamento Excelente Sector De Ñuñoa (58013),$580.000,2 dormitorios,2 baños,45 m² útiles,Departamento Excelente Sector De Ñ...
Plaza Bremen (54108),UF40,2 dormitorios,2 baños,76 m² útiles,Espectacular Departamento Con Pati...
Gran Departamento En Arriendo De 8 Dorm. En Ñuñoa,$1.800.000,8 dormitorios,2 baños,100 m² útiles,"Principe De Gales, Metro Simón Bol..."
Departamento En Arriendo De 1 Dorm. En Ñuñoa - Est. Nacional,$460.000,1 dormitorio,1 baño,34 m² útiles,"Estadio Nacional, Estadio Nacional..."
Departamento En Arriendo Estudio Semiamoblado En Ñuñoa,$390.000,1 dormitorio,1 baño,23 m² útiles,"Zañartu 1.100, Comuna De Ñuñoa. Re..."
Buen Departamento En Lindo Barrio (51000),$430.000,1 dormitorio,1 baño,36 m² útiles,Buen Departamento En Calle Tranqui...
Departamento Impecable En Jose Dgo Cañas (57986),$750.000,2 dormitorios,2 baños,85 m² útiles,Departamento Impecable En Jose Dgo...
"Moderno Dpto, Mejor Ubicación, 1 Dormitorio (57029)",$500.000,1 dormitorio,1 baño,40 m² útiles,"Moderno Dpto, Mejor Ubicación, 1 D..."
Arriendo Departamento Nuevo (58025),$450.000,1 dormitorio,1 baño,26 m² útiles,"Arriendo Departamento Nuevo, Estad..."
Amplio Departamento En Arriendo  (53192),$600.000,2 dormitorios,1 baño,51 m² útiles,"Bello Departamento En Arriendo, Es..."
A Estrenar Departamento  (53195),$600.000,2 dormitorios,1 baño,51 m² útiles,"Amplio Departamento, Estadio Nacio..."
Estilo Mariposa Nuevo 2d2b1e1b (50756),$570.000,2 dormitorios,2 baños,52 m² útiles,Departamento Nuevo En Arriendo 2d2...
Ñuñoa (42639),$880.000,2 dormitorios,2 baños,78 m² útiles,"Departamento En Ñuñoa  2d 2b, Plaz..."
Excelente Vista Departamento En Ñuñoa (57742),$680.000,2 dormitorios,2 baños,58 m² útiles,"Arriendo Departamento En Ñuñoa, Me..."
Dpto 1d Y 1b Cerca Campus Oriente Uc (53459),$450.000,1 dormitorio,1 baño,30 m² útiles,"Dpto 1d Y 1b Cerca Metro Ñuñoa, Pl..."
"Excelente, Los Presidentes / R Araya (58241)",$450.000,2 dormitorios,1 baño,66 m² útiles,"Los Presidentes / R Araya, Excelen..."
"Buen Edificio, Amplio, Iluminado, Bien Tenido.",UF17,2 dormitorios,2 baños,75 m² útiles,"Manuel Montt 2339, Ñuñoa, Metro Mo..."
Zañartu Y Vicuña Mackenna. Ñuñoa (52418),$477.000,2 dormitorios,2 baños,54 m² útiles,"Zañartu 980. Ñuñoa, Estadio Nacion..."
Edificio Zañartu Capital Vista Nororiente Piso 3,$475.000,2 dormitorios,1 baño,45 m² útiles,"Zañartu 1145, Estadio Nacional, Ñu..."
Metro Chile España / 2dormitorios 2baños / 1er Piso,$630.000,2 dormitorios,2 baños,57 m² útiles,"Alonso De Ercilla 3055, Ñuñoa, Pla..."
Departamento Iluminado Y Central Ubicacion,$680.000,2 dormitorios,2 baños,67 m² útiles,"Av. Irarrázaval 3435, Ñuñoa, Plaza..."
Arriendo Studio Nuevo Recien Entregado A Estrenar,$490.000,1 dormitorio,1 baño,27 m² útiles,"Av. Irarrázaval 2366, Metro Ñuñoa,..."
Remodelado 3 Dormitorios 2 Baños 1 Estacionam. D Almeyda,$670.000,3 dormitorios,2 baños,80 m² útiles,"Dublé Almeyda 2364, Ñuñoa, Metro Ñ..."
Arriendo Depto Nuevo A Estrenar En Ñuñoa,$670.000,1 dormitorio,1 baño,36 m² útiles,"Avenida Irarrázaval 2100 - 2400, M..."
Departamento Nuevo Estilo Estuio De 1 Dorm. En Ñuñoa,$450.000,1 dormitorio,1 baño,28 m² útiles,"Estudio Moderno/plaza Egaña, Plaza..."
Arriendo Luminoso Depto. Zañartu Ñuñoa Metro Rodrigo De Aray,$490.000,1 dormitorio,1 baño,42 m² útiles,"Zañartu 980, Ñuñoa, Estadio Nacion..."
Moderno Dept En Rodrigo De Araya/ Til Til 2d2b1est,$550.000,2 dormitorios,2 baños,71 m² útiles,"Til Til 1980, Estadio Nacional, Ñu..."
Moderno Dept En Rodrigo De Araya/ Til Til 2d2b1est,$530.000,2 dormitorios,2 baños,70 m² útiles,"Til Til 1980, Estadio Nacional, Ñu..."
Estilo Mariposa 2d 2b / Disponibilidad Inmediata!,$580.000,2 dormitorios,2 baños,52 m² útiles,"Rodrigo De Araya  1410, Estadio Na..."
Edificio Av. Rodrigo De Araya 1d 1b+ 1 Est. 1 Bod.,UF13,1 dormitorio,1 baño,39 m² útiles,"Av. Rodrigo De Araya 1410, Estadio..."
Arrendamos Departamento 2d/2b/1e Comuna De Ñuñoa,$680.000,2 dormitorios,2 baños,74 m² útiles,"Avenida Irarrázaval 870, Metro Ira..."
Moderno Y Acogedor Departamento Muy Linda Vista,UF21,2 dormitorios,2 baños,77 m² útiles,"Luis Pereira 1200, Parque Botánico..."
"Arrienda Tu Próximo Hogar , Hermosa Vista A Stgo",$490.000,1 dormitorio,1 baño,50 m² útiles,"Av. Irarrázaval 2220, Ñuñoa, Metro..."
Departamento Primer Piso En Av. Ossa/ Principe De Gales 4d2b,$1.400.000,4 dormitorios,3 baños,100 m² útiles,"Av. Ossa 1156, Metro Simón Bolivar..."
Departamento En Arriendo De 2 Dorm. En Ñuñoa,UF18,2 dormitorios,2 baños,60 m² útiles,Dublé Almeyda Con José Manuel Infa...
Departamento En Arriendo De 1dorm 1baño Esta Bod En Ñuñoa,$520.000,1 dormitorio,1 baño,41 m² útiles,Entre Av. Irarrazaval Y Av. Grecia...
"Dpto. 3 Dorm, 3 Baños, 2 Est. Y Bodega Xl. Terraza, Logia",$1.350.000,3 dormitorios,3 baños,114 m² útiles,Presidente Battle Y Ordóñez  3900 ...
Depto 3d 2b Más 2 Estac (tándem) Y Bodega - Metro Irarrázava,$690.000,3 dormitorios,2 baños,68 m² útiles,"Matta 040, Metro Irarrázaval, Ñuñoa"
¡arrienda Este Moderno Departamento Tipo Mariposa ...,$550.000,2 dormitorios,2 baños,52 m² útiles,"Ñuñoa, Estadio Nacional"
Arriendo Departamento Cercano A Plaza Ñuñoa!!,$470.000,1 dormitorio,1 baño,27 m² útiles,"Ñuñoa, Plaza Ñuñoa"
Marchant Pereira Irarrazaval Metro Ñuñoa 1d 1b 1est 2do Piso,$500.000,1 dormitorio,1 baño,40 m² útiles,"Marchant Pereira 3361, Metro Ñuñoa..."
Metro Monseñor Eyzaguirre. Un Dormitorio Con Estacionamiento,$480.000,1 dormitorio,1 baño,38 m² útiles,"Avenida Italia 2040, Metro Irarráz..."
"Espacioso Y Luminoso Departamento En Arriendo, 100...",$1.000.000,3 dormitorios,2 baños,76 m² útiles,"Ñuñoa, Metro Monseñor Eyzaguirre"
Excelente Departamento En Arriendo Ñuñoa,$430.000,1 dormitorio,1 baño,39 m² útiles,"Ñuñoa, Estadio Nacional"
Se Arrienda Depto 2 Dormitorios Y 2 Baños Con Estacionamient,$540.000,2 dormitorios,2 baños,53 m² útiles,"Zañartu 980, Estadio Nacional, Ñuñ..."
Arriendo Departamento Semi Amoblado,$700.000,1 dormitorio,1 baño,48 m² útiles,"Ñuñoa, Metro Irarrázaval"
Departamento Dublé Almeyda,$795.000,2 dormitorios,2 baños,76 m² útiles,"Dublé Almeyda 1730, Metro Monseñor..."
Arriendo Vic. Mackenna - Ñuble - Jz,$375.000,2 dormitorios,1 baño,38 m² útiles,"Vicuña Mackenna - Ñuble, Parque Sa..."
Hermoso Departamento-seminuevo  2dy 2b  Estrella Solitaria,$900.000,2 dormitorios,2 baños,75 m² útiles,"Clorinda Willshaw, Plaza Egaña, Ñu..."
Arriendo Hermoso Departamento 1 Dormitorio Metro Irarrázaval,UF13,1 dormitorio,1 baño,34 m² útiles,"Metro Irarrázaval, Metro Irarrázav..."
"Se Arrienda Depto 1d+1b+est+bod, Ñuñoa",UF15,1 dormitorio,1 baño,30 m² útiles,"Plaza Ñuñoa, Ñuñoa"
Se Arrienda Exclusivo Departamento 2d 2b + E Metro Bilbao,UF25,2 dormitorios,2 baños,80 m² útiles,"Metro Bilbao / Tobalaba, Diego De ..."
"Home Studio Nuevo + Estacionamiento, Metro Chile España",$470.000,1 dormitorio,1 baño,27 m² útiles,"A Una Cuadra De Plaza Ñuñoa, Metro..."
,$395.000,1 dormitorio,1 baño,40 m² útiles,En Arriendo Lindo Y Luminoso Depto...
Arriendo Departamento - Ñuñoa,UF16,1 dormitorio,1 baño,37 m² útiles,"Seminario 600 - 900, Metro Irarráz..."
Home- Studio - Metro Ñuble- Edificio Neohaus,$310.000,1 dormitorio,1 baño,26 m² útiles,"San Eugenio 1200 - 1500, Parque Sa..."
Precioso Depto 3d Y 3b 2 Estacionamientos Bodega,$1.100.000,3 dormitorios,3 baños,93 m² útiles,"Metro Monseñor Eyzaguirre, Metro M..."
En Arriendo Gran Y Lindo  Depto 1d1b En Ñuñoa,$550.000,1 dormitorio,1 baño,39 m² útiles,En Arriendo Gran Y Lindo Depto 1d1...
Hermoso Depto Nuevo 2d2b En El Corazón De Ñuñoa,$510.000,2 dormitorios,2 baños,51 m² útiles,En Arriendo Depto Nuevo Los Alerce...
"Arriendo Luminoso Departamento 1d,1b, Estac. Metro Ñuñoa",$550.000,1 dormitorio,1 baño,33 m² útiles,"Av. Irarrázaval 2931, Plaza Ñuñoa,..."
"Excelente Depto , 2 Dormitorios , 2 Baños , Living Comedor",$750.000,2 dormitorios,2 baños,74 m² útiles,"Dublé Almeyda 2980, Ñuñoa, Chile, ..."
,$890.000,3 dormitorios,2 baños,96 m² útiles,Depto Amoblado 3d 2b Monseñor Eyza...
,$450.000,1 dormitorio,1 baño,33 m² útiles,En Arriendo Lindo Depto 1d1b En La...
Hermoso Departamento Los Leones Con Sucre,$475.000,1 dormitorio,1 baño,30 m² útiles,"Los Leones Esquina Sucre, Plaza Ñu..."
,$450.000,1 dormitorio,1 baño,32 m² útiles,Arriendo Dpto. Los Alerces 3254 - ...
,$450.000,1 dormitorio,1 baño,34 m² útiles,En Arriendo Luminoso Depto 1d1b En...
,$480.000,1 dormitorio,1 baño,35 m² útiles,En Arriendo Hermoso Depto Nuevo 1d...
Home- Studio - Metro Ñuble - Edificio Neoahus,$310.000,1 dormitorio,1 baño,26 m² útiles,"San Eugenio 1200 - 1500, Parque Sa..."
Amplio Departamento Con Exelente Ubicación,$500.000,1 dormitorio,1 baño,43 m² útiles,"Avenida Sucre 3022, Ñuñoa, Chile, ..."
Estupendo Depto. José Manuel Infante/ Metro Mons. Eyzaguirre,$1.050.000,4 dormitorios,4 baños,125 m² útiles,"José Manuel Infante 2100 - 2400, M..."
Precioso Depto Muy Bien Mantenido!!!!,$800.000,2 dormitorios,2 baños,81 m² útiles,"Chile España 207, Ñuñoa, Región Me..."
Departamento En Arriendo - Disponibilidad Inmediata!,$770.000,2 dormitorios,2 baños,73 m² útiles,"Av. Sucre 2362, Metro Ñuñoa, Ñuñoa"
"Depto Irarrazaval, Frente A La Casa De La Cultura",$1.000.000,3 dormitorios,2 baños,105 m² útiles,"Av. Irarrázaval 4112, Parque Juan ..."
Departamento De Dos Dormitorios En Ñuñoa Piso 4,$680.000,2 dormitorios,2 baños,62 m² útiles,"Manuel Montt 2400 - 2700, Metro Mo..."
"Mariposa, 2 Estacionamientos Emilia Tellez Esquina Av. Ossa.",$740.000,2 dormitorios,2 baños,72 m² útiles,"Av. Ossa 1200 - 1500, Amapolas, Ñu..."
Dpto Arriendo Amoblado Calle Zañartu/castillo Urizar 1d1b,$385.000,1 dormitorio,1 baño,30 m² útiles,"Zañartu 2203, Ñuñoa, Estadio Nacio..."
Dpto. Arriendo Metro Ñuñoa 1d/1b/estacionamiento/bodega,$630.000,1 dormitorio,1 baño,30 m² útiles,"José Domingo Cañas 2045, Metro Mon..."
Pedro De Valdivia / Metro Inés De Suarez  ( Amoblado),$670.000,1 dormitorio,1 baño,40 m² útiles,"Av. Pedro De Valdivia 2602, 7.77e+..."
Arriendo Depto Nuevo 2 Dormitorios 2 Baños Nuñoa,$750.000,2 dormitorios,2 baños,54 m² útiles,"Hernan Cortes, Metro Ñuñoa, Ñuñoa"
Arriendo Departamento García Valenzuela N055 Ñuñoa,$490.000,2 dormitorios,1 baño,42 m² útiles,"García Valenzuela 055, Metro Irarr..."
Depto 1 Dorm + 1 Estac + 1 Bodega,$400.000,1 dormitorio,1 baño,33 m² útiles,"Zañartu 2075, Estadio Nacional, Ñu..."
Con Estacionamiento - Portal Ñuñoa,$570.000,2 dormitorios,2 baños,55 m² útiles,"Las Palmeras 3171, 7780125 Ñuñoa, ..."
Home Studio - Nuevo,$500.000,1 dormitorio,1 baño,26 m² útiles,"Av. Irarrázaval 2366, Metro Ñuñoa,..."
Excelente Departamento En San Eugenio 1331 Torre A,$500.000,2 dormitorios,2 baños,65 m² útiles,"San Eugenio 1331, Parque San Eugen..."
Departamento A Pasos De Metro Irarrázaval  Entrega Inmediata,$620.000,2 dormitorios,2 baños,58 m² útiles,"Emilio Vaisse 760, Metro Irarrázav..."
Mc - 2d 2b Con Estac Y Bod Metro Ñuñoa,$750.000,2 dormitorios,2 baños,60 m² útiles,"José Domingo Cañas 1980, Ñuñoa, Ch..."
Virginio Arias / Portal Ñuñoa / José Pedro Alessandri,$520.000,2 dormitorios,1 baño,45 m² útiles,"Virginio Arias 1371, Juan Gómez Mi..."
"Utem - Portal Ñuñoa, 1d+1b; Con Estacionamiento; Disponible",$412.000,1 dormitorio,1 baño,32 m² útiles,"Dr. Johow 995, Juan Gómez Millas, ..."
¡oportunidad! A Pasos De Plaza Ñuñoa 2dor 1b 1est.,$630.000,2 dormitorios,2 baños,70 m² útiles,"Plaza Ñuñoa, Plaza Ñuñoa, Ñuñoa"
Twins Arrienda! Departamento Hiper Conectado Y Luminoso,$560.000,2 dormitorios,2 baños,53 m² útiles,"Rodrigo De Araya // Macul, Estadio..."
Metro Chile España / Holanda,UF15,1 dormitorio,1 baño,45 m² útiles,"Holanda 3857, Plaza Ñuñoa, Ñuñoa"
Increíble Oportunidad Depto  1 Dormitorio Amoblado!!!,UF14,1 dormitorio,1 baño,33 m² útiles,"Gerona 3300 - 3600, Plaza Ñuñoa, Ñ..."
,$650.000,2 dormitorios,2 baños,65 m² útiles,"Metro Ñuñoa, Metro Ñuñoa, Ñuñoa"
Espectacular Departamento En Ñuñoa.,$670.000,2 dormitorios,2 baños,70 m² útiles,"Av. Irarrázaval 4200, Parque Juan ..."
A 1 Cuadra De Metro Estación Irarrazaval,$560.000,2 dormitorios,2 baños,48 m² útiles,"Mujica Esquina Bustamante, Metro I..."
Hermoso Dpto. 3d 2b Año 2019,$950.000,3 dormitorios,2 baños,100 m² útiles,"Estadio Nacional, Ñuñoa"
Arriendo Departamento  A Solo Pasos Del Metro Ñuñoa,$720.000,2 dormitorios,2 baños,60 m² útiles,"Departamento Nuevo, Metro Ñuñoa, Ñ..."
Arriendo Departamento  A Solo Pasos Del Metro Ñuñoa,$760.000,2 dormitorios,2 baños,67 m² útiles,"Departamento Nuevo, Metro Ñuñoa, Ñ..."
Arriendo Departamento  A Solo Pasos Del Metro Ñuñoa,$830.000,2 dormitorios,2 baños,69 m² útiles,"Departamento Nuevo, Metro Ñuñoa, Ñ..."
Arriendo Departamento  A Solo Pasos Del Metro Ñuñoa,$650.000,2 dormitorios,2 baños,59 m² útiles,"Departamento Nuevo, Metro Ñuñoa, Ñ..."
Arriendo Departamento  A Solo Pasos Del Metro Ñuñoa,$650.000,2 dormitorios,2 baños,59 m² útiles,"Departamento Nuevo, Metro Ñuñoa, Ñ..."
Con Patio Ubicado Cerca Metro Chile España,$750.000,2 dormitorios,2 baños,46 m² útiles,"Virginio Arias 1371, Juan Gómez Mi..."
Metro Estadio Nacional Y Metro Rodrigo De Araya A 20 Min Cam,$360.000,1 dormitorio,1 baño,45 m² útiles,"Zañartu 2075, Estadio Nacional, Ñu..."
Metro Monseñor Eysaguirre A Siete Minutos,$870.000,3 dormitorios,2 baños,85 m² útiles,"Av. Sucre 1960, Ñuñoa, Metro Monse..."
Metro Estadio Nacional A 15 Miniutos,$600.000,2 dormitorios,2 baños,55 m² útiles,"Av. Grecia 3348, Juan Gómez Millas..."
"Departamento, Excelente Estado. Metro Villa Frei Y Egaña",$530.000,1 dormitorio,1 baño,35 m² útiles,"Av. Irarrázaval 5000, Plaza Egaña,..."
Metro Simon Bolivar Y Metro Villa Frei Como Referencia,$900.000,3 dormitorios,2 baños,90 m² útiles,"Bremen 420, Plaza Egaña, Ñuñoa"
Departamento Con Patio En Arriendo De 1d 1b 1e. En Ñuñoa,$600.000,1 dormitorio,1 baño,42 m² útiles,"Castillo Urizar, Estadio Nacional,..."
Barrio Italia Cercano,$790.000,3 dormitorios,2 baños,90 m² útiles,"Av. Irarrázaval 425, Metro Irarráz..."
"Departamento Luminoso, Excelente Ubicación",UF15,2 dormitorios,1 baño,60 m² útiles,"Carmen Covarrubias 200, Metro Mons..."
Excelente Ubicación Se Arrienda Depto. Miguel Claro 2d2b,$720.000,2 dormitorios,2 baños,75 m² útiles,"Miguel Claro 2400 - 2700, Metro Mo..."
1d Y Estacionamiento Jose Pedro Alessandri 1620 Comuna Ñuñoa,$450.000,1 dormitorio,1 baño,33 m² útiles,Avenida Jose Pedro Alessandri 1620...
Nuevo Moderno Depto. 1 Dormitorio Y Terraza - Ñuñoa,UF20,1 dormitorio,1 baño,40 m² útiles,Nuevo Moderno Depto. 1 Dormitorio ...
"Dpto Nuevo, Dos Dormitorios Grandes, Estac. Y Bodega / Ñuñoa",$720.000,2 dormitorios,2 baños,60 m² útiles,"Marchant Pereira 3350, Metro Ñuñoa..."
"Moderno, Cocina Abierta 3d/3b/",$1.350.000,3 dormitorios,3 baños,101 m² útiles,"Moderno Con Terraza En Azotea, Par..."
,$1.350.000,2 dormitorios,2 baños,80 m² útiles,Ñuñoa Amplio Departamento Amoblado...
