Nombre Propiedad,Precio,Dormitorios,Baños,Metros Cuadrados,Dirección
Arriendo Dpto Con Vista 2 Hab 2 Baños Ñuñoa.,$700.000,2 dormitorios,2 baños,57 m² útiles,"General Bustamante, 600 - 900, Met..."
$ Rebajado Los Alerces Disp. Inmediata 1d1b,$390.000,1 dormitorio,1 baño,37 m² útiles,Los Alerces Disponibilidad Inmedia...
Ñuñoa Arriendo Dpto Nuevo 1d-1b Cercano M. Estadio Nacional,$350.000,1 dormitorio,1 baño,38 m² útiles,"Zañartu 1905, Ñuñoa, Chile, Estadi..."
Estrella Solitaria / 2d- 2b Estacionamiento- Bodega,$700.000,2 dormitorios,2 baños,60 m² útiles,"Estrella Solitaria 4952, 7790539 Ñ..."
"Casi Nuevo, Excelente Ubicación, Ñuñoa.",$680.000,2 dormitorios,2 baños,55 m² útiles,"Julio Prado, 1 - 300, Metro Monseñ..."
Departamento En Arriendo De 2 Dorm. En Ñuñoa,$550.000,2 dormitorios,1 baño,70 m² útiles,"Coventry Con Irarrazaval, Ñuñoa"
Se Arrienda Depto 1d+1b+estac. Metro Ñuñoa,$500.000,1 dormitorio,1 baño,33 m² útiles,"Eliodoro Flores  2440, Metro Ñuñoa..."
Departamento En Arriendo De 3d 3b 2e 1bodega- Ñuñoa,UF35,3 dormitorios,3 baños,109 m² útiles,"Montenegro Con Diego De Almagro, D..."
Arriendo Metro Estadio Nacional / Plaza Zañartu,$553.000,2 dormitorios,2 baños,61 m² útiles,"Metro Estadio Nacional, Estadio Na..."
Arriendo Metro Rodrigo De Araya / Zañartu / Ñuñoa,$462.000,2 dormitorios,2 baños,57 m² útiles,"Metro Rodrigo De Araya (ñuñoa), Es..."
Arriendo Metro Rodrigo De Araya / Zañartu / Ñuñoa,$417.500,2 dormitorios,1 baño,42 m² útiles,"Metro Rodrigo De Araya (ñuñoa), Es..."
Arriendo Metro Estadio Nacional / Plaza Zañartu,$552.000,2 dormitorios,2 baños,66 m² útiles,"Metro Estadio Nacional, Estadio Na..."
Arriendo Metro Rodrigo De Araya / Zañartu / Ñuñoa,$435.000,2 dormitorios,2 baños,49 m² útiles,"Metro Rodrigo De Araya (ñuñoa), Es..."
Nuevo A Estrenar Estilo Mariposa Facultad De Chile Ciencias,$580.000,2 dormitorios,2 baños,62 m² útiles,"Virginio Arias 1371, Juan Gómez Mi..."
Arriendo Metro Irarrazaval / Jose Domingo Cañas,$683.000,2 dormitorios,2 baños,62 m² útiles,"Metro Irarrázaval, Ñuñoa"
Arriendo Metro Rodrigo De Araya / Zañartu / Ñuñoa,$330.000,1 dormitorio,1 baño,31 m² útiles,"Metro Rodrigo De Araya (ñuñoa), Es..."
¡hermoso Departamento De 1 Dormitorio En Arriendo!,$445.000,1 dormitorio,1 baño,34 m² útiles,"General Bustamante, 730, Metro Ira..."
"Propiedad Carmen Covarrubias 247 Piso 2, Ñuñoa",$570.000,2 dormitorios,1 baño,60 m² útiles,"Carmen Covarrubias 247, Metro Mons..."
"Hermoso Depto. Ñuñoa, Con Estacionamiento.",$380.000,1 dormitorio,1 baño,37 m² útiles,"Av. Rodrigo De Araya 1410, Estadio..."
Dpto Nuevo En Arriendo De 1 Dorm 1b 1e 1bodega En Ñuñoa,$600.000,1 dormitorio,1 baño,38 m² útiles,Av. Jose Pedro Alessandri Con Las ...
"Detente! En Arriendo  San Eugenio 1401, Ñuñoa",$390.000,1 dormitorio,1 baño,30 m² útiles,"San Eugenio, 1200 - 1500, Parque S..."
Arriendo Metro Irarrazaval / Jose Domingo Cañas,$496.000,1 dormitorio,1 baño,40 m² útiles,"Metro Irarrázaval, Ñuñoa"
3d/2b/e Y Bod  Cerca De Plaza Egaña,$900.000,3 dormitorios,2 baños,90 m² útiles,"Av. Ossa 528, 1 - 300, Plaza Egaña..."
Departamento Arriendo 3dor/2b/plaza Ñuñoa/metro Chile España,$700.000,3 dormitorios,2 baños,75 m² útiles,Grecia/plaza Ñuñoa/ Metro Chile Es...
Impecable Ricardo Lyon / Luis Uribe,$570.000,1 dormitorio,1 baño,39 m² útiles,"Av. Ricardo Lyon 3301, Depto 1 - 3..."
"Dpto 2d,2b Prox Est Metro Principe De Gales",$900.000,2 dormitorios,2 baños,79 m² útiles,"La Verbena 4885, Amapolas, Ñuñoa"
"Excelente Departamento 1 Dormitorio, Estac, Bodega",$520.000,1 dormitorio,1 baño,42 m² útiles,"Antonio Varas 2255, Metro Monseñor..."
"Arriendo Depto 2d1b, Estacionamiento Y Bodega - Ñuñoa",$630.000,2 dormitorios,1 baño,66 m² útiles,"Capitán Orella 2445, Metro Ñuñoa, ..."
"Muy Cómodo De 1 Dormitorio , Metro Monseñor Eyzaguirre",$500.000,1 dormitorio,1 baño,46 m² útiles,"Teniente Montt 1800 - 2100, Metro ..."
Departamento Mariposa Cercano A Metro Ñuñoa,$851.410,2 dormitorios,2 baños,54 m² útiles,"Metro Ñuñoa, Ñuñoa"
Departamento 2 Dormitorios Con 1 Baño,$585.000,2 dormitorios,1 baño,45 m² útiles,"Plaza Ñuñoa, Ñuñoa"
Departamento Nuevo Cercano A Metro Ñuñoa,$645.513,1 dormitorio,1 baño,36 m² útiles,"Metro Ñuñoa, Ñuñoa"
Departamento Amoblado Nuevo En Ñuñoa,$696.989,2 dormitorios,2 baños,50 m² útiles,"Plaza Ñuñoa, Ñuñoa"
Departamento Amoblado Ñuñoa,$950.000,3 dormitorios,2 baños,68 m² útiles,"Metro Monseñor Eyzaguirre, Ñuñoa"
Departamento Mariposa Nuevo Ñuñoa,$851.410,2 dormitorios,2 baños,54 m² útiles,"Metro Ñuñoa, Ñuñoa"
Departamento Nuevo 1 Dormitorio En Ñuñoa,$617.689,1 dormitorio,1 baño,27 m² útiles,"Metro Ñuñoa, Ñuñoa"
Departamento Tipo Estudio Ñuñoa,$510.289,1 dormitorio,1 baño,23 m² útiles,"Metro Ñuñoa, Ñuñoa"
Departamento 2 Dormitorio Con 1 Baño.,$585.000,1 dormitorio,1 baño,34 m² útiles,"Plaza Ñuñoa, Ñuñoa"
"Los Avellanos 2551 - Departamento 2d2b(4c), Ñuñoa",$562.952,2 dormitorios,2 baños,65 m² útiles,"Los Avellanos 2551, Estadio Nacion..."
Hermoso Departamento En El Corazón De Ñuñoa,$1.300.000,3 dormitorios,2 baños,95 m² útiles,"Plaza Egaña, Ñuñoa"
Departamento 2 Dormitorios Con 2 Baños,$803.500,2 dormitorios,2 baños,50 m² útiles,"Plaza Ñuñoa, Ñuñoa"
"Departamento Mariposa,  Metro Ñuñoa",$851.410,2 dormitorios,2 baños,54 m² útiles,"Metro Ñuñoa, Ñuñoa"
Departamento 2 Dormitorios Con 2 Baños,$728.500,2 dormitorios,2 baños,52 m² útiles,"Plaza Ñuñoa, Ñuñoa"
"Departamento Mariposa, Metro Ñuñoa",$884.798,2 dormitorios,2 baños,58 m² útiles,"Metro Ñuñoa, Ñuñoa"
Excelente Depto Cercano A Metro Ñuñoa,$884.798,2 dormitorios,2 baños,58 m² útiles,"Metro Ñuñoa, Ñuñoa"
Departamento En Arriendo De 3 Dorm. En Ñuñoa,$800.000,3 dormitorios,2 baños,70 m² útiles,"San Eugenio / Carlos Dittborn, Par..."
Seminario 1617 Depto 3d+2b + Est + Bod. Ñuñoa,$720.000,3 dormitorios,2 baños,75 m² útiles,"Seminario 1617, Parque San Eugenio..."
"Arriendo Luminoso Departamento, Barrio Hermoso.",$600.000,3 dormitorios,1 baño,60 m² útiles,"Coventry 580, Parque Botánico, Ñuñ..."
"Arriendo Lindo Departamento, Rodrigo Araya 301, Ñuñoa",$550.000,2 dormitorios,2 baños,46 m² útiles,"Avenida Rodrigo De Araya 3010, Ñuñ..."
Depto En Ñuñoa | 1d + 1b Nuevo En Metro Estadio Nacinal,$380.000,1 dormitorio,1 baño,38 m² útiles,"Nelson 1825, Estadio Nacional, Ñuñ..."
Seminario / Avda. Irarrazaval,UF13,1 dormitorio,1 baño,32 m² útiles,"Seminario 855, Ñuñoa, Metro Irarrá..."
Tegualda Amoblado Hermoso A 5 Cuadras Metro Irarrazaval,$1.000.000,2 dormitorios,2 baños,70 m² útiles,"Tegualda 1829, Ñuñoa, Metro Irarrá..."
Departamento En Arriendo De 1 Dorm Ñuñoa- Metro Estadio,$300.000,1 dormitorio,1 baño,33 m² útiles,"Nelson- Rodrigo De Araya, Estadio ..."
Departamento En Arriendo De 2 Dorm. En Ñuñoa,$700.000,2 dormitorios,2 baños,85 m² útiles,"Luis Beltran , Metro Monseñor Eyza..."
Arriendo Departamento 2 Dormitorios,UF22,2 dormitorios,2 baños,72 m² útiles,"Ñuñoa, Santiago, Juan Gómez Millas..."
Moderno Y Luminoso Depto En Ñuñoa,UF31,3 dormitorios,2 baños,100 m² útiles,"Metro Simón Bolivar, Ñuñoa"
Moderno Departamento En Arriendo A Pasos De Plaza Ñuñoa,UF19,2 dormitorios,2 baños,66 m² útiles,"Parque Juan Xxiii, Ñuñoa"
"Departamento Y Tranquilidad, Lo Que Buscas Para Arriendo.",$780.000,2 dormitorios,2 baños,73 m² útiles,"Av. Sucre 2362, Metro Ñuñoa, Ñuñoa"
Arriendo Depto 3 Dormitorios 2 Baños Estaciionamiento Bodega,$800.000,3 dormitorios,2 baños,86 m² útiles,"Capitán Fuentes, 200, Metro Monseñ..."
"Nuevo 2d-2b Sur-poniente, Consulta X Opción De Compra !",UF23,2 dormitorios,2 baños,76 m² útiles,"Hamburgo Ñuñoa, Región Metropolita..."
"Nuevo! 2d/2b Sur-poniente, Consulta X Opción De Compra!",UF23,2 dormitorios,2 baños,76 m² útiles,"Hamburgo 620, Ñuñoa, Chile, Plaza ..."
Hermoso Departamento Amoblado 3d 2b 1est 1 Bod Ñuñoa,$1.300.000,3 dormitorios,2 baños,101 m² útiles,"Estrella Solitaria, 5151, Plaza Eg..."
Depto 3 Dorm Gran Terraza En Ñuñoa,$785.000,3 dormitorios,2 baños,68 m² útiles,"Avenida Irarrázaval, 4000-5000, Pa..."
Excelente Departamento Mejor Sector De Ñuñoa,$650.000,2 dormitorios,1 baño,46 m² útiles,"Manuel Montt, 2648, Metro Monseñor..."
Comodo Departamento En Exclusivo Sector De Ñuñoa,$700.000,2 dormitorios,2 baños,80 m² útiles,"Luis Beltrán, 1811, Metro Monseñor..."
Depto En Arriendo 2 Dorm Con Patio En Ñuñoa,$890.000,2 dormitorios,2 baños,58 m² útiles,"Alcalde Eduardo Castillo Velasco, ..."
Departamento  Nuevo Con Estacionamiento Y Bodega,$580.000,2 dormitorios,1 baño,44 m² útiles,"Virginio Arias, 1415, Juan Gómez M..."
Deptarmento Nuevo Costado De Mall Portal Ñuñoa,$580.000,2 dormitorios,1 baño,42 m² útiles,"Virginio Arias, 1415, Juan Gómez M..."
"Metro Ñuñoa, Hermoso Dpto 2d 2b 1e 1b0",$690.000,2 dormitorios,2 baños,70 m² útiles,"Avenida Ricardo Lyon, 3443, Metro ..."
Hermoso E Iluminado Dpto 2d 2b 1e 1bo,$700.000,2 dormitorios,2 baños,70 m² útiles,"Avenida Ricardo Lyon, 3443, Metro ..."
Arriendo C/ Compromiso De Compra De Nuevos Deptos En Ñuñoa,$400.000,1 dormitorio,1 baño,35 m² útiles,"Av. Rodrigo De Araya 2400 - 2700, ..."
Moderno Departamento Amoblado Ñuñoa 2d 2b 1e,$850.000,2 dormitorios,2 baños,58 m² útiles,"Pedro Rico, 5440, Diagonal Oriente..."
Arriendo C/ Compromiso De Compra De Nuevos Deptos En Ñuñoa,$550.000,2 dormitorios,2 baños,49 m² útiles,"Av. Rodrigo De Araya 2400 - 2700, ..."
Excelente Depto Ñuñoa 2d 2b Estacionamiento,$800.000,2 dormitorios,2 baños,52 m² útiles,"Avenida Irarrázaval, 3360, Plaza Ñ..."
Hermoso Departamento Ñuñoa 2d 2b 1e 1b,$650.000,2 dormitorios,2 baños,58 m² útiles,"Los Talaveras, 100, Parque Juan Xx..."
Arriendo 1 D+1b En Ñuñoa Metro Villa Frei,$590.000,1 dormitorio,1 baño,40 m² útiles,"Coventry, 47, Plaza Egaña, Ñuñoa"
Se Arrienda Depto Amoblado 3ha 2ba En Ñuñoa,$1.150.000,3 dormitorios,2 baños,82 m² útiles,"Hamburgo, 00000, Metro Simón Boliv..."
Arriendo Amplio Departamento 2d/2b Ñuñoa,$700.000,2 dormitorios,2 baños,66 m² útiles,"Dublé Almeyda, 1000, Plaza Ñuñoa, ..."
Arriendo Depatamento 2d Y2b Ñuñoa,$680.000,2 dormitorios,2 baños,49 m² útiles,"Pucará, 4880, Metro Simón Bolivar,..."
Arriendo Departamento 2hab 2ba Ñuñoa,$650.000,2 dormitorios,2 baños,60 m² útiles,"San Eugenio, 509, Parque San Eugen..."
Arriendo Departamento 1hab 1ba Ñuñoa +56971665983,$405.000,1 dormitorio,1 baño,43 m² útiles,"Zañartu, 2560, Estadio Nacional, Ñ..."
Estudio   Amoblado Con Estacionamiento Y Bodega  Metro Ñuñoa,$430.000,1 dormitorio,1 baño,27 m² útiles,"Avenida Irarrázaval, 1989, Metro M..."
Estudio Amoblado Con Estacionamiento Y Bodega,UF11,1 dormitorio,1 baño,30 m² útiles,"Avenida Irarrázaval, 1989, Metro M..."
Arriendo Departamento Mariposa 2 Dorm En Suite,$650.000,2 dormitorios,2 baños,66 m² útiles,"Zañartu, 705, Estadio Nacional, Ñu..."
Se Arriendo Amplio Y Conectado Departamento,$350.000,1 dormitorio,1 baño,30 m² útiles,"Zañartu, 960, Estadio Nacional, Ñu..."
Paga La Garantia Hasta En 6 Cuotas Sin Intereses!!,$450.000,1 dormitorio,1 baño,7 m² útiles,"Castillo Urizar, 1845, Estadio Nac..."
A Estrenar Mariposa  Piso 11 Vista Cordillera Despejada,$620.000,2 dormitorios,2 baños,51 m² útiles,"Virginio Arias, 1371, Juan Gómez M..."
Departamento En Arriendo De 2 Dorm. En Ñuñoa,UF21,2 dormitorios,2 baños,62 m² útiles,José Domingo Cañas / Pedro De Vald...
Arriendo A Estrenar 2 Hab 2 Baños Bod Y Estac,$590.000,2 dormitorios,2 baños,56 m² útiles,"Francisco Meneses, 1580, Estadio N..."
Departamento En Arriendo De 2 Dorm. En Ñuñoa,$850.000,2 dormitorios,2 baños,60 m² útiles,"Plaza Ñuñoa / 2d &#43; 2b, Plaza Ñ..."
"Arriendo Depto  Nuevo,   Mariposa,  2 Hab, 2 Baños",$650.000,2 dormitorios,2 baños,50 m² útiles,"Virginio Arias, 1371, Juan Gómez M..."
Departamento En Arriendo De 1 Dorm. En Ñuñoa,$440.000,1 dormitorio,1 baño,35 m² útiles,"Virginio Arios - 1d &#43; 1b, Juan..."
Arriendo Departamento 3hab 2ba Ñuñoa,$850.000,3 dormitorios,2 baños,83 m² útiles,"Los Aliaga, 5500, Diagonal Oriente..."
Departamento En Arriendo De 2 Dorm. En Ñuñoa,$510.000,2 dormitorios,1 baño,50 m² útiles,Metro Estadio Nacional - 2d &#43; ...
Departamento En Arriendo De 2 Dorm. En Ñuñoa,$770.000,2 dormitorios,2 baños,70 m² útiles,"Los Talaveras / 2d&#43;2b, Plaza Ñ..."
Arriendo Departamento Ñuñoa Metro Monseñor Eyzaguirre,$520.000,1 dormitorio,1 baño,41 m² útiles,"Domingo Faustino Sarmiento, 358, M..."
"Increible Departamento En Arriendo, Ñuñoa 2d 2b 1e 1b",$700.000,2 dormitorios,2 baños,80 m² útiles,"Luis Beltrán, 1800, Metro Monseñor..."
Departamento En Arriendo De 2 Dorm. En Ñuñoa,$480.000,2 dormitorios,1 baño,48 m² útiles,"Metro Ñuble - 2d &#43; 1b, Parque ..."
Iluminado En Barrio Residencial,UF29,3 dormitorios,3 baños,93 m² útiles,"Sta. Julia, Parque Juan Xxiii, Ñuñ..."
Arriendo Departamento 2hab 2ba Ñuñoa,$550.000,2 dormitorios,2 baños,60 m² útiles,"Zañartu, 480, Estadio Nacional, Ñu..."
Luminoso Y Amplio  Departamento Piso Bajo  Ñuñoa,$650.000,3 dormitorios,2 baños,75 m² útiles,"José Domingo Cañas, Metro Ñuñoa, Ñ..."
Excelente Ubicación Ñuñoa 3d 2b Rica Terraza,$1.000.000,3 dormitorios,2 baños,100 m² útiles,"Ricardo Lyon 3301, Metro Ñuñoa, Ñu..."
"Amplio, Cómodo, Excelente Ubicación 3d3b",$1.100.000,3 dormitorios,2 baños,100 m² útiles,"Ricardo Lyon 3301, Metro Ñuñoa, Ñu..."
Departamento En Arriendo En Ñuñoa,UF21,2 dormitorios,2 baños,55 m² útiles,Metro Villa Frei / Casa De La Cult...
C.urízar/los Alerces 1d1b+1e,$430.000,1 dormitorio,1 baño,34 m² útiles,"Castillo Urizar 1800, Estadio Naci..."
Departamento Arriendo Ñuñoa 2 Dor. 2 Bx/1 Bd / Plaza Ñuñoa,$745.000,2 dormitorios,2 baños,70 m² útiles,"Jorge Washington / Gerona, Plaza Ñ..."
Acogedor Departamento 2d+2b+e Y B Próximo A Campus Oriente,$720.000,2 dormitorios,2 baños,63 m² útiles,"Bayona 3280, Plaza Ñuñoa, Ñuñoa"
$680.000.- Depto  Mariposa  A Pasos De Metro Príncipe De Gal,$680.000,2 dormitorios,2 baños,55 m² útiles,"Av Ossa Esquina Emilia Tellez, Ama..."
Irarrazaval / Emilio Vaisse,$680.000,2 dormitorios,2 baños,60 m² útiles,"Emilio Vaisse 770, Metro Irarrázav..."
San Eugenio 1043 / Ñuñoa,$800.000,3 dormitorios,2 baños,78 m² útiles,"San Eugenio 1043, Parque San Eugen..."
Departamento Plaza Egaña - Irarrázaval,$450.000,1 dormitorio,1 baño,28 m² útiles,"Irarrázabal, Plaza Egaña, Ñuñoa"
Departamento Irarrázaval - Plaza Egaña,$460.000,1 dormitorio,1 baño,32 m² útiles,"Av Irarrázaval, Plaza Egaña, Ñuñoa"
Precioso Dpto. Plaza Egaña / Villa Frei Con Est.,$790.000,3 dormitorios,2 baños,77 m² útiles,"Hamburgo 70, Plaza Egaña, Ñuñoa"
Amplio Y Luminoso Departamento De Un Ambiente En Ñuñoa,$470.000,1 dormitorio,1 baño,32 m² útiles,Departamento Tipo Estudio / Mall P...
Excelente Dpto En Barrio Residencial De Ñuñoa,$500.000,1 dormitorio,1 baño,41 m² útiles,"Tucapel 233, Metro Irarrázaval, Ñu..."
Se Arrienda Practico Y Comodo Depto  1d   (ñuñoa - Parque Bu,$420.000,1 dormitorio,1 baño,37 m² útiles,"Metro Irarrázaval, Metro Irarrázav..."
Arriendo Ñuñoa Espectacular Departamento Nuevo,UF24,2 dormitorios,2 baños,80 m² totales,"Eduardo Castillo Velasco 2958, Est..."
,UF16,2 dormitorios,2 baños,66 m² útiles,"Oportunidad!!! Dep 2hab+2bañ, Est,..."
Gasto Cumun Incluido En 3 Con 2 Arriendo En Ñuñoa,$920.000,3 dormitorios,2 baños,90 m² útiles,"Infante Con Rengo, Metro Monseñor ..."
"Barrio Italia, Emilio Vaisse, 2d 2b",$650.000,2 dormitorios,2 baños,52 m² útiles,"Barrio Italia, Emilio Vaisse, Metr..."
"Depto Amoblado Con Patio, 2d/2b, Est Y Bod, Plaza Ñuñoa",$1.040.000,2 dormitorios,2 baños,63 m² útiles,"Santa Julia / Duble Almeyda, Parqu..."
Departamento 2 Dormitorios 2 Baños Metro Ñuñoa,$700.000,2 dormitorios,2 baños,66 m² útiles,"Irarrazaval 2931, Plaza Ñuñoa, Ñuñ..."
"Pedro De Valdivia, Plaza Zañartu, !d !b",$430.000,1 dormitorio,1 baño,34 m² útiles,"Zañartu, Pedro De Valdivia, Estadi..."
"Acogedor Y Cómodo Depto. En Ñuñoa, A Pasos Del Metro",$800.000,3 dormitorios,2 baños,95 m² útiles,"Leopoldo Urrutia, Metro Monseñor E..."
Tipo Studio  - Irarrazaval,$500.000,1 dormitorio,1 baño,1 m² totales,"Av Irarrazaval 2366, Metro Ñuñoa, ..."
Departamento En Arriendo En Ñuñoa,UF14,1 dormitorio,1 baño,38 m² útiles,"Irarrázaval - Los Talaveras, Parqu..."
Depto 1d 1b E Y B/metro V.frei Y P.egaña,$500.000,1 dormitorio,1 baño,40 m² útiles,"Cauquenes 60, Plaza Egaña, Ñuñoa"
Departamento  Amoblado Til Til Nº 1980,$595.000,2 dormitorios,2 baños,1 m² totales,"Til Til Nº 1980, Estadio Nacional,..."
Bajos Gc  Depto Dr Johow  Ñuñoa,$670.000,3 dormitorios,2 baños,74 m² útiles,"Plaza Ñuñoa, Ñuñoa"
Se Arrienda Depto Semi Amoblado Estudio Con Estacionamiento,UF12,1 dormitorio,1 baño,27 m² útiles,"Doctor Johow 995, Juan Gómez Milla..."
Departamento Como Nuevo En Arriendo De 1 Dorm. En Ñuñoa,$430.000,1 dormitorio,1 baño,36 m² útiles,"Vicuña Mackena, Estadio Nacional, ..."
Arriendo Departamento 2d 2b 1 Est. En Ñuñoa,$650.000,2 dormitorios,2 baños,54 m² útiles,"Monseñor Eyzaguirre, Metro Monseño..."
Departamento Zañartu N° 1287,$400.000,1 dormitorio,1 baño,1 m² totales,"Zañartu Nº 1287, Estadio Nacional,..."
Departamento En Arriendo De 1 Dorm. En Ñuñoa,$350.000,1 dormitorio,1 baño,30 m² útiles,"San Eugenio / Metro Ñuble, Parque ..."
Arriendo Estudio Ñuñoa - Estadio Nacional,$380.000,1 baño,32 m² útiles,No disponible,"Los Alerces 2616, Ñuñoa, Estadio N..."
"Depto. En Arriendo En Ñuñoa, 2 D, 2 B, 2 E",$800.000,2 dormitorios,2 baños,68 m² útiles,"Heriberto Covarrubias 597, Depto 3..."
Departamento Nuevo En Arriendo,$430.000,1 dormitorio,1 baño,43 m² útiles,"Zañartu 1905, Estadio Nacional, Ñu..."
.: Arriendo Departamento 2h1b1est Ñuñoa,$480.000,2 dormitorios,1 baño,1 m² totales,"Zañartu 2560, Estadio Nacional, Ñu..."
A Pasos De Barrio Italia Y Metro Monseñor Eyzaguirre - L3,$650.000,2 dormitorios,2 baños,54 m² útiles,"Julio Prado Cuadrante Sta. Isabel,..."
"Excelente Ubicación, Hermosa Vista, Amplios Espacios",$850.000,2 dormitorios,2 baños,80 m² útiles,"Holanda Sn, Plaza Ñuñoa, Ñuñoa"
"Departamento 2d,2b, Conexión Lavadora",$550.000,2 dormitorios,2 baños,54 m² útiles,A Pasos De Pedro De Valdivia Y Met...
"Departamento Nuevo De 2d, 1baño, Bodega Y Estacionamiento",$500.000,2 dormitorios,1 baño,55 m² útiles,"Departamento Nuevo De 2d, 1baño, B..."
Amplio Departamento En El Mejor Lugar De Ñuñoa,UF28,4 dormitorios,3 baños,100 m² útiles,"Irarrázaval, Parque Juan Xxiii, Ñu..."
"Departamento Estudio Amoblado , Incluye Bodega",$450.000,1 dormitorio,1 baño,24 m² útiles,"Departamento Estudio Amoblado , In..."
Departamento 1d+1b+bodega Y Estacionamiento,$500.000,1 dormitorio,1 baño,40 m² útiles,Departamento 1d+1b+bodega Y Estaci...
"Departamento 2d, 2b, Bodega Y Estacionamiento",$650.000,2 dormitorios,2 baños,57 m² útiles,"Departamento 2d, 2b, Bodega Y Esta..."
Exclusivo Depto 1d Est Bod Metro En Ñuñoa,$429.000,1 dormitorio,1 baño,33 m² útiles,Exclusivo Y Moderno Departamento C...
Se Arrienda Departamento Metro Rodrigo De Araya/ Til Til,$430.000,1 dormitorio,1 baño,37 m² útiles,Metro Rodigo De Araya / Zañartu/ Ñ...
"Amplio Depto.a Cuadra Y Media De  Plaza Ñuñoa,hermosa Vista",$750.000,3 dormitorios,2 baños,71 m² útiles,Doctor Johow/eduardo Castillo Vela...
,$765.000,2 dormitorios,2 baños,50 m² útiles,"Arriendo Departamento, Irarrázaval..."
,$536.000,1 dormitorio,1 baño,35 m² útiles,"Arriendo Departamento, Irarrázaval..."
"Nuevo, 1 Dormitorio, Vista Despejada, Estac Y Bodega",$450.000,1 dormitorio,1 baño,35 m² útiles,Francisco Meneses / Guillermo Mann...
Lindo Departamento En Ñuñoa (1 Dorm / 1 Baño).,$390.000,1 dormitorio,1 baño,39 m² útiles,Cercano A San Eugenio Con Av. Carl...
"Moderno Y Luminoso Departamento, 1d 1b",$510.000,1 dormitorio,1 baño,39 m² útiles,"Edificio Italia, Metro Irarrázaval..."
Dpto 2d+2b+b+estacionamiento,$485.000,2 dormitorios,2 baños,49 m² útiles,"Dpto 2d+2b+b+estacionamiento, Esta..."
,$634.715,1 dormitorio,1 baño,43 m² útiles,Departamento En Arriendo Departame...
,$849.234,2 dormitorios,2 baños,66 m² útiles,Arriendo De Departamento En Av. Ir...
,$483.382,1 dormitorio,1 baño,29 m² útiles,"Arriendo Departamento En Ñuñoa, Me..."
"Arriendo Depto. 1 Dormitorio, 1 Baño, Zañartu-ñuñoa",$380.000,1 dormitorio,1 baño,37 m² útiles,"Cerca Al Estadio Nacional, Estadio..."
Moderno Departamento 2d Manuel De Salas 303 Ñuñoa,$690.000,2 dormitorios,2 baños,60 m² útiles,"Plaza Ñuñoa, Plaza Ñuñoa, Ñuñoa"
Departamento En Arriendo De 2 Dorm. En Ñuñoa,UF22,2 dormitorios,2 baños,70 m² útiles,Metro Monseñor Eyzaguirre - Excele...
,$700.000,3 dormitorios,2 baños,75 m² útiles,Arriendo Depto 3d+2b+est+bod A Pas...
"Arriendo De Departamento En Ñuñoa, Crescente Errázuriz",$850.000,3 dormitorios,2 baños,72 m² útiles,"Crescente Errazuriz, Parque San Eu..."
Necesitas Depto Para Tu Familia,$680.000,2 dormitorios,2 baños,67 m² útiles,"Irarrazaval // Plaza Ñuñoa, Plaza ..."
En Arriendo Depto Tipo Mariposa Ñuñoa,UF18,2 dormitorios,2 baños,54 m² útiles,"Seminario - Metro Irarrazaval, Met..."
"Se Aceptan Mascotas, Edificio Del Año 2018",$420.000,1 dormitorio,36 m² útiles,No disponible,"Estudio, Entrega Inmediata, Con Re..."
"Cómodo, Con Preciosos Atardeceres Y Excelente Conectividad.",$530.000,1 dormitorio,1 baño,41 m² útiles,"Depto En Arriendo Metro Ñuñoa, A 5..."
,$1.300.000,3 dormitorios,2 baños,85 m² útiles,Depto Amoblado 3d 2b Estac Y Bodeg...
"Arriendo Ñuñoa 2d+2b Mariposa Nuevo, Recién Entregado.",$550.000,2 dormitorios,2 baños,52 m² útiles,"Los Alerces 2400 - 2700, Estadio N..."
"Arriendo Nuevo 1 Dormitorio, Plaza Egaña",$500.000,1 dormitorio,1 baño,40 m² útiles,"Estación Metro Plaza Egaña, Plaza ..."
"Arriendo Depro, 2d2b, Irarrazaval, Ñuñoa",$656.828,2 dormitorios,2 baños,52 m² útiles,"Jose Domingo Cañas, Metro Irarráza..."
"Tu Nuevo Hogar Amplio Depto En Ricardo Lyon 3d, 2d Y Estaci",$800.000,3 dormitorios,2 baños,82 m² útiles,"Av. Ricardo Lyon 2888, Metro Ñuñoa..."
,$400.000,1 dormitorio,1 baño,32 m² útiles,Depto Nuevo A Estrenar En Ñuñoa 1d...
"Departamento En Arriendo, Con Estacionamiento",$570.000,2 dormitorios,2 baños,47 m² útiles,Calle García Valenzuela- Comuna De...
Arriendo Metro Irrarazaval,UF11,1 dormitorio,1 baño,50 m² útiles,"Metro Irrarazaval, Metro Irarrázav..."
"Arriendo Depro, 2d2b, Irarrazaval, Ñuñoa",UF17,2 dormitorios,2 baños,52 m² útiles,"Jose Domingo Cañas, Metro Irarráza..."
Ñuñoa Bello Dpto 2d2b A Pasos Portal Ñuñoa Y Metro L6 Y L3,$560.000,2 dormitorios,2 baños,60 m² útiles,"Virginio Arias 1400, Juan Gómez Mi..."
Arriendo Moderno Departamento 2d+2b Los Aliagas 5500 Ñuñoa,$650.000,2 dormitorios,2 baños,60 m² útiles,"Los Aliagas 5500, Diagonal Oriente..."
